,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.68,3.58,5.72,5.34,5.38,5.83,2.49,2.1,1.95,2.06,2.3,2.29,1.6,1.71,2.25,
f_1,6.73,0.68,5.72,5.29,5.36,5.07,1.95,2.07,2.09,2.55,2.06,,1.18,1.85,1.67,
d_1,7.44,5.82,0.66,6.53,5.08,5.45,3.01,,2.15,1.77,1.95,1.83,1.85,1.66,1.29,1.61
c_1,5.91,6.21,6.35,0.64,7.8,6.07,3.08,1.54,,2.37,2.56,1.83,1.58,2.83,1.57,1.51
b_1,6.01,5.9,7.28,3.91,0.62,6.49,2.71,2.71,2.95,,,1.76,1.92,1.84,1.69,2.43
a_1,7.56,6.61,7.17,8.17,5.82,0.57,2.49,3.12,2.93,3.79,3.12,,2.03,,1.99,
h_1,4.49,5.37,5.1,4.05,4.55,4.83,0.62,1.81,1.46,2.53,1.62,1.75,,1.38,2.05,1.76
d_0,3.37,5.09,,4.23,3.67,3.9,2.05,0.72,1.95,2.32,1.85,1.6,1.53,1.23,1.38,2.21
c_0,6.19,4.67,3.09,,3.84,3.81,2.43,1.73,0.7,1.86,2.25,1.69,1.3,2.08,1.23,
g_1,5.77,7.06,5.34,6.48,,4.38,2.05,2.08,2.43,0.56,2.04,2.1,1.2,,,
b_0,4.52,4.83,5.9,6.5,,4.64,2.31,1.88,1.13,2.28,0.68,2.2,1.28,2.44,1.38,1.85
f_0,7.04,,5.19,6.23,7.53,,2.05,1.63,1.81,1.4,1.61,0.68,1.84,1.69,0.91,2.2
h_0,4.42,5.5,3.9,5.4,4.74,4.23,,1.35,2.07,2.59,1.46,1.68,,1.46,1.28,1.4
a_0,6.13,6.02,6.74,4.96,6.96,,3.68,2.96,2.29,,1.27,2.14,2.39,0.6,1.58,
g_0,4.94,6.1,4.99,5.1,5.87,5.09,1.67,2.16,1.72,,1.69,2.29,1.15,1.88,,1.38
e_0,,,7.49,5.96,4.98,,2.88,2.02,,,2.47,1.09,1.83,,1.79,0.59
