,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.89,1.3,1.11,0.94,1.02,1.16,1.39,1.0,0.98,1.1,1.04,0.97,1.08,1.08
f_1,1.3,1.0,1.02,0.98,0.86,0.89,0.83,1.02,0.95,0.87,0.96,0.93,0.86,0.9,0.84,1.01
d_1,1.12,0.99,1.0,0.94,1.01,0.98,0.92,0.78,0.98,1.29,1.16,0.9,1.04,1.0,0.98,0.79
c_1,0.78,1.01,1.07,1.0,1.33,1.0,1.13,0.99,0.73,0.82,0.88,1.0,1.03,1.09,1.06,1.03
b_1,0.9,1.16,0.99,0.76,1.0,1.51,1.11,1.0,0.94,1.1,0.94,1.05,1.0,0.84,1.13,0.97
a_1,1.05,1.12,1.0,1.01,0.67,1.0,1.14,1.17,0.99,1.04,1.11,1.05,1.17,1.3,0.97,1.26
h_1,0.95,1.18,1.09,0.9,0.93,0.83,1.0,1.25,1.0,0.91,0.89,0.88,0.92,0.91,0.9,1.22
g_1,0.91,0.98,1.3,0.98,0.96,0.83,0.81,1.0,1.0,0.95,0.9,1.2,0.81,0.94,0.89,0.98
d_0,0.73,0.99,1.0,1.37,1.06,0.98,1.02,0.99,1.0,0.86,0.97,0.99,1.07,1.16,0.99,0.96
c_0,1.0,1.14,0.77,1.18,0.87,0.93,1.1,1.05,1.21,1.0,1.36,1.04,1.03,1.17,0.96,0.98
b_0,1.04,1.02,0.86,1.15,1.05,0.85,1.09,1.12,1.04,0.77,1.0,1.03,1.17,1.27,0.89,1.04
f_0,0.9,1.08,1.08,1.0,0.99,0.97,1.09,0.84,1.02,0.95,0.9,1.0,1.08,0.98,1.41,0.84
h_0,0.97,1.18,1.0,0.99,0.99,0.89,1.07,1.18,0.91,0.96,0.9,0.97,1.0,0.99,0.85,1.16
a_0,1.04,1.07,0.99,0.96,1.19,0.81,1.12,1.14,0.9,0.87,0.75,1.0,1.07,1.0,0.99,1.07
e_0,0.92,1.22,1.08,0.93,0.85,0.98,1.12,1.01,1.03,1.02,1.13,0.72,1.19,1.0,1.0,0.98
g_0,0.93,1.01,1.32,0.99,0.97,0.81,0.8,1.08,1.0,0.96,0.96,1.21,0.82,0.94,1.0,1.0
