,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.59,0.69,0.6,0.61,0.65,0.13,0.15,0.23,0.14,0.12,0.27,0.07,0.13,0.17,0.11
e_1,0.37,0.17,0.66,0.71,0.78,0.77,0.2,0.16,0.22,0.15,0.13,0.17,0.1,0.14,0.34,0.11
c_1,0.76,0.53,0.15,0.78,0.66,0.62,0.18,0.07,0.17,0.2,0.12,0.11,0.11,0.12,0.11,0.08
d_1,0.79,0.73,0.69,0.15,0.58,0.59,0.17,0.24,0.12,0.12,0.14,0.12,0.09,0.14,0.09,0.06
b_1,0.71,0.77,0.35,0.73,0.13,0.66,0.23,0.17,0.17,0.17,0.32,0.13,0.11,0.14,0.13,0.1
a_1,0.86,0.62,0.74,0.61,0.34,0.09,0.24,0.15,0.23,0.18,0.2,0.19,0.1,0.33,0.13,0.1
h_1,0.5,0.49,0.57,0.56,0.48,0.46,0.06,0.12,0.17,0.1,0.1,0.1,0.1,0.11,0.12,0.08
d_0,0.53,0.28,0.6,0.79,0.68,0.52,0.15,0.06,0.22,0.1,0.1,0.11,0.09,0.11,0.12,0.08
g_1,0.63,0.53,0.6,0.45,0.58,0.48,0.12,0.11,0.05,0.11,0.11,0.1,0.06,0.11,0.08,0.11
c_0,0.52,0.51,1.06,0.28,0.64,0.54,0.14,0.14,0.17,0.06,0.13,0.13,0.1,0.1,0.1,0.08
b_0,0.55,0.52,0.62,0.41,1.07,0.56,0.13,0.1,0.13,0.05,0.05,0.1,0.07,0.14,0.1,0.08
f_0,0.88,0.46,0.59,0.57,0.49,0.4,0.17,0.11,0.08,0.12,0.1,0.04,0.07,0.12,0.11,0.04
h_0,0.61,0.53,0.5,0.45,0.51,0.49,0.22,0.1,0.14,0.09,0.1,0.08,0.14,0.09,0.09,0.08
a_0,0.51,0.52,0.51,0.52,0.63,0.83,0.17,0.11,0.12,0.09,0.05,0.08,0.07,0.04,0.1,0.08
e_0,0.66,0.69,0.74,0.53,0.64,0.38,0.13,0.1,0.13,0.1,0.1,0.04,0.07,0.1,0.04,0.06
g_0,0.46,0.54,0.53,0.5,0.48,0.52,0.12,0.12,0.22,0.12,0.11,0.13,0.06,0.1,0.11,0.11
