,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.08,0.1,0.1,0.08,0.05,0.07,0.13,0.07,0.07,0.06,0.06,0.05,0.03,,0.05
f_1,0.19,0.93,0.1,0.08,0.08,0.05,0.06,0.07,0.06,0.07,0.06,,0.05,0.04,0.04,0.06
c_1,0.09,0.1,0.93,0.1,0.13,0.1,0.08,0.07,0.07,,0.05,0.06,0.05,0.05,0.05,0.06
d_1,0.09,0.15,0.08,0.93,0.09,0.07,0.08,,0.06,0.1,0.06,0.05,0.07,0.05,0.04,0.03
b_1,0.13,0.11,0.11,0.11,0.93,0.12,0.06,0.07,0.05,0.07,,0.06,0.08,0.04,0.03,0.05
a_1,0.17,0.15,0.11,0.12,0.08,0.93,0.08,0.08,0.09,0.07,0.05,0.06,0.06,,,0.06
h_1,0.3,0.44,0.26,0.26,0.27,0.17,0.71,0.19,0.22,0.19,0.15,0.15,,0.17,0.09,0.13
d_0,0.25,0.38,0.53,,0.34,0.21,0.26,0.57,0.18,0.24,0.19,0.21,0.25,0.15,0.15,0.16
g_1,0.25,0.3,0.22,0.4,0.33,0.17,0.12,0.26,0.71,0.26,0.22,0.17,0.18,,0.1,
c_0,0.36,0.34,,0.33,0.24,0.25,0.22,0.19,0.16,0.6,0.38,0.19,0.24,0.15,0.14,0.17
b_0,0.42,0.36,0.33,0.33,,0.31,0.37,0.19,0.19,0.19,0.56,0.19,0.21,0.28,0.11,0.24
f_0,0.36,,0.35,0.34,0.36,0.26,0.21,0.29,0.18,0.19,0.26,0.58,0.21,0.15,0.32,0.13
h_0,0.57,0.73,0.48,0.4,0.37,0.36,,0.27,0.27,0.24,0.32,0.33,,0.15,0.2,0.22
a_0,0.44,0.44,0.39,0.37,0.32,,0.23,0.29,,0.27,0.17,0.3,0.27,0.57,0.18,0.14
e_0,,0.39,0.38,0.4,0.4,,0.34,0.28,0.26,0.21,0.25,0.19,0.32,0.19,0.58,
g_0,0.55,0.36,0.37,0.6,0.48,0.31,0.37,0.31,,0.33,0.18,0.52,0.39,0.27,,
