,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.53,2.61,2.54,2.45,2.41,0.65,0.5,0.75,0.52,0.45,0.6,0.4,0.53,0.67,0.4
f_1,2.12,1.09,2.28,2.53,2.54,2.11,0.48,0.5,0.71,0.42,0.44,0.6,0.26,0.42,0.39,0.42
d_1,3.15,2.94,1.08,2.72,2.43,2.0,0.66,0.76,0.48,0.51,0.52,0.47,0.35,0.48,0.47,0.26
c_1,2.19,2.64,3.32,1.09,2.38,2.62,0.86,0.34,0.78,0.78,0.47,0.55,0.39,0.55,0.47,0.36
b_1,3.28,3.38,2.95,1.87,1.1,2.86,1.09,0.71,0.8,0.88,0.93,0.63,0.45,0.66,0.55,0.46
a_1,4.58,4.42,4.09,4.76,2.51,1.12,1.4,1.1,1.42,0.98,1.22,1.02,0.69,1.1,0.98,0.63
h_1,9.12,10.36,8.35,9.65,9.64,8.06,1.51,1.81,2.25,1.76,1.68,1.57,1.53,1.55,1.58,1.18
d_0,7.36,10.93,15.52,12.45,12.02,10.26,3.61,1.78,3.75,2.46,2.28,2.48,1.86,2.4,2.32,2.06
g_1,11.52,11.28,10.27,12.36,13.51,9.7,2.9,2.68,1.59,2.41,2.5,2.29,1.36,2.13,2.15,2.07
c_0,14.12,13.19,8.15,18.44,13.51,11.8,4.33,3.74,3.38,1.79,2.82,2.6,1.74,2.51,2.85,1.79
b_0,12.73,14.36,11.65,16.82,17.01,12.17,3.8,2.92,4.17,1.75,1.86,2.53,1.85,2.67,2.55,1.67
f_0,14.87,17.79,13.48,14.06,13.38,12.02,4.62,3.23,2.74,2.68,2.81,1.89,1.97,2.83,3.15,1.42
h_0,19.3,18.92,16.13,16.15,17.65,14.09,5.6,3.7,4.83,3.64,3.26,3.34,3.13,2.85,2.76,2.4
a_0,20.85,21.15,17.99,21.75,22.41,22.52,5.6,5.26,5.42,3.49,2.16,4.27,2.73,2.08,3.48,3.15
e_0,23.56,30.56,18.5,19.66,18.58,19.21,5.96,4.86,4.91,4.1,3.99,2.3,3.2,3.68,2.25,2.7
g_0,20.97,22.63,20.73,22.82,19.75,18.31,5.15,4.29,6.28,4.46,4.38,4.08,2.46,4.08,3.58,3.15
