,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.73,1.12,0.53,0.61,0.47,0.49,2.73,1.78,3.24,2.93,3.26,0.47,3.92,2.67,1.3,5.19
e_1,0.69,5.8,0.48,0.73,0.55,0.54,1.85,2.0,5.02,2.57,3.41,3.46,4.49,3.03,0.86,2.72
d_1,0.62,0.48,6.38,0.41,0.59,0.73,2.48,2.24,0.61,6.11,3.09,3.19,4.39,2.73,3.73,4.1
c_1,0.5,0.61,0.5,6.4,1.27,0.68,2.35,1.75,3.34,0.42,1.66,2.83,4.1,1.37,2.7,4.01
b_1,0.69,0.48,0.58,0.53,7.41,1.13,1.95,2.56,2.25,2.88,0.76,2.95,4.54,3.38,3.78,4.06
a_1,0.7,0.57,0.72,0.64,0.51,11.04,2.31,2.14,2.77,2.49,2.62,2.02,4.6,1.04,2.48,3.74
h_1,1.56,1.1,1.13,0.97,0.84,0.64,14.74,5.02,4.71,3.13,5.24,4.7,3.97,6.24,6.69,11.38
g_1,0.93,0.88,1.71,1.06,0.85,0.74,2.85,17.83,3.77,5.09,5.01,8.36,8.47,4.64,6.6,3.8
d_0,1.11,1.15,0.28,2.14,0.9,0.92,3.9,4.16,12.93,4.09,5.07,5.87,5.55,4.6,5.8,7.46
c_0,1.26,0.96,1.38,0.44,0.8,0.86,3.84,4.8,5.03,15.7,11.54,6.2,9.24,5.88,7.8,8.58
b_0,1.06,1.15,1.2,1.17,0.42,0.6,4.16,4.51,5.33,5.99,17.41,6.28,9.39,12.09,5.34,9.3
f_0,0.4,0.84,1.46,1.19,0.98,1.13,4.08,3.53,5.31,5.3,5.75,19.12,8.77,7.04,14.53,10.41
h_0,1.12,0.99,1.31,1.23,0.96,0.93,1.45,4.68,5.06,4.19,5.06,5.58,2.39,5.62,5.6,11.26
a_0,1.27,0.74,1.29,1.08,1.34,,3.8,4.64,4.25,4.44,4.48,6.42,9.36,21.4,6.24,8.91
e_0,1.07,0.28,1.25,1.34,1.32,1.01,4.3,3.89,5.89,4.36,5.72,5.21,9.12,7.8,23.3,8.61
g_0,0.93,1.15,1.88,0.99,0.78,0.72,2.67,3.36,3.95,4.35,5.0,7.35,7.15,6.78,6.02,
