,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.76,0.98,0.88,0.8,0.49,0.44,0.7,0.42,0.39,0.4,0.37,0.3,0.32,0.27
f_1,1.32,1.0,0.85,0.92,0.9,0.62,0.4,0.4,0.44,0.37,0.43,0.36,0.28,0.32,0.23,0.41
d_1,1.32,1.18,1.0,0.81,0.8,0.66,0.54,0.33,0.43,0.62,0.43,0.4,0.43,0.32,0.35,0.27
c_1,1.02,1.09,1.24,1.0,1.16,0.63,0.56,0.42,0.29,0.33,0.41,0.46,0.34,0.37,0.38,0.31
b_1,1.14,1.11,1.25,0.86,1.0,1.17,0.56,0.61,0.43,0.48,0.33,0.41,0.36,0.33,0.37,0.33
a_1,1.26,1.61,1.52,1.57,0.85,1.0,0.71,0.63,0.57,0.73,0.55,0.64,0.63,0.37,0.36,0.51
h_1,1.89,2.55,1.83,1.84,1.77,1.33,1.0,0.99,0.7,0.73,0.76,0.83,0.65,0.72,0.61,0.73
g_1,2.15,2.54,2.97,2.29,1.68,1.54,1.03,1.0,0.79,0.79,0.73,0.94,0.64,0.69,0.79,0.55
d_0,1.44,2.33,2.41,3.48,2.31,1.75,1.44,1.23,1.0,0.83,0.97,0.86,0.78,1.1,0.7,0.68
c_0,2.4,2.89,1.64,3.01,2.1,1.5,1.36,1.18,1.19,1.0,1.35,0.95,0.94,0.89,0.89,0.79
b_0,2.58,2.5,2.37,2.53,2.84,1.71,1.3,1.38,1.06,0.71,1.0,0.81,0.9,1.4,0.73,0.81
f_0,2.43,2.95,2.62,2.11,2.61,1.48,1.22,1.06,1.12,1.04,1.22,1.0,1.06,0.84,1.2,0.68
h_0,2.62,3.52,2.36,2.96,2.78,1.6,1.49,1.6,1.24,1.01,1.03,0.91,1.0,0.85,0.74,1.12
a_0,3.12,3.1,2.84,2.9,3.04,,1.38,1.5,1.03,1.17,0.73,1.21,1.2,1.0,1.05,0.85
e_0,3.17,4.55,2.8,2.56,2.48,2.77,1.59,1.35,1.34,1.24,1.41,0.83,1.28,0.86,1.0,0.91
g_0,3.55,2.51,3.76,3.3,3.14,1.97,1.37,1.76,1.38,1.23,1.26,1.39,0.87,1.15,1.06,1.0
