,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.41,2.0,2.29,2.05,1.94,0.91,0.76,0.8,0.56,0.62,0.65,0.54,0.55,0.75,0.44
f_1,2.29,1.06,1.75,2.16,1.94,1.56,0.57,0.85,0.61,0.57,0.55,0.82,0.34,0.48,0.55,0.43
d_1,2.41,2.48,1.06,2.05,2.07,1.81,0.79,0.57,0.92,0.7,0.66,0.56,0.51,0.54,0.49,0.33
c_1,2.03,2.31,2.9,1.06,2.45,1.94,0.76,0.85,0.44,0.77,0.59,0.55,0.54,0.52,0.5,0.58
b_1,2.54,2.64,2.62,1.46,1.06,2.58,1.03,1.03,0.8,0.95,0.95,0.67,0.61,0.67,0.64,0.48
a_1,3.18,4.33,3.21,3.36,1.91,1.07,1.43,1.1,1.09,1.09,1.24,1.0,0.71,1.78,0.89,0.79
h_1,5.41,7.14,4.87,6.18,5.03,4.26,1.32,2.47,1.61,1.5,1.61,1.42,1.55,1.24,1.17,1.3
g_1,6.77,6.61,6.2,6.64,5.89,5.15,1.81,1.31,2.07,1.84,1.82,1.77,1.16,1.66,1.26,1.46
d_0,3.93,6.8,8.45,7.71,6.66,5.34,2.7,2.7,1.47,1.81,1.9,1.73,1.55,1.62,1.88,1.62
c_0,8.14,7.9,4.39,10.2,5.81,5.14,2.78,2.32,2.63,1.49,2.43,2.1,1.54,1.69,1.93,1.48
b_0,7.01,7.72,6.66,10.48,11.64,5.57,2.86,2.41,2.45,1.3,1.47,1.79,2.03,2.39,1.92,1.72
f_0,7.71,10.6,8.13,8.96,8.38,5.57,3.51,2.11,2.21,2.07,2.24,1.51,1.91,2.26,2.36,1.4
h_0,8.26,10.11,8.82,9.13,8.16,7.68,4.03,3.77,2.76,2.68,2.27,2.27,2.42,2.16,2.1,2.06
a_0,9.42,11.16,9.92,11.09,10.27,9.55,4.41,4.08,3.28,2.92,1.65,2.72,2.41,1.57,2.57,2.23
e_0,12.86,13.08,11.19,9.42,9.98,7.42,4.51,4.48,3.0,3.28,3.08,1.61,2.62,3.22,1.59,2.27
g_0,10.51,11.5,12.47,10.47,10.9,9.3,3.19,5.04,3.16,3.32,3.07,3.09,2.2,2.81,2.53,2.8
