,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.05,1.73,1.47,1.71,1.56,1.35,0.53,0.56,0.45,0.52,0.45,0.52,0.28,0.37,0.4,0.39
e_1,1.22,1.05,1.76,1.91,1.59,1.32,0.66,0.75,0.51,0.61,0.51,0.61,0.4,0.53,0.38,0.53
d_1,2.01,2.15,1.05,1.62,1.43,1.22,0.67,0.47,0.58,0.72,0.56,0.49,0.4,0.46,0.27,0.41
c_1,1.89,1.53,2.16,1.05,2.16,1.78,0.73,0.64,0.62,0.37,0.52,0.53,0.42,0.52,0.39,0.45
b_1,2.47,2.38,2.46,1.36,1.06,2.2,0.81,0.81,0.84,0.61,0.85,0.61,0.58,0.56,0.58,0.59
a_1,3.31,3.06,3.09,2.94,1.51,1.07,1.15,1.05,0.91,0.83,1.11,0.75,0.7,0.91,0.64,0.7
h_1,5.11,4.66,4.72,4.39,4.26,3.69,1.28,1.81,1.24,1.46,1.34,1.31,1.24,1.1,1.13,1.19
g_1,6.2,5.28,5.83,5.53,5.33,4.91,1.67,1.29,1.72,1.62,1.66,1.67,1.08,1.41,1.25,1.62
c_0,7.03,6.54,3.81,7.93,5.5,4.53,2.38,2.17,1.39,2.1,2.02,1.62,1.34,1.58,1.16,1.37
d_0,5.96,3.97,6.6,7.28,5.5,5.59,2.38,2.47,1.89,1.43,1.69,1.8,1.36,1.41,1.26,1.43
b_0,6.71,6.33,4.87,8.02,6.92,4.25,2.34,2.32,1.17,2.16,1.4,1.86,1.38,2.36,1.28,1.48
f_0,9.31,6.51,6.23,6.23,6.61,5.67,2.61,1.85,1.86,1.8,1.84,1.4,1.47,1.52,0.98,1.82
h_0,8.93,7.81,7.41,8.05,6.69,5.82,3.28,3.1,2.28,2.51,2.11,2.42,2.21,1.88,1.71,1.74
a_0,9.67,7.54,7.73,8.05,10.44,8.6,3.51,2.92,2.24,2.82,1.45,2.5,1.89,1.51,1.68,2.33
g_0,10.49,9.3,10.04,10.1,7.52,6.26,2.81,4.05,2.39,3.0,2.56,3.12,1.71,2.55,2.15,2.14
e_0,11.45,10.69,9.39,9.05,8.77,7.47,3.2,2.69,2.53,2.83,2.55,1.56,2.25,2.12,2.21,1.51
