,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.4,0.19,0.2,0.18,0.09,0.17,0.19,0.19,0.15,0.17,0.05,0.19,0.11,0.08,0.13
e_1,0.3,0.89,0.17,0.21,0.19,0.13,0.19,0.35,0.17,0.13,0.22,0.15,0.22,0.12,0.07,0.15
d_1,0.25,0.24,0.89,0.16,0.19,0.11,0.18,0.1,0.4,0.15,0.2,0.2,0.21,0.16,0.12,0.18
c_1,0.23,0.21,0.2,0.89,0.36,0.13,0.17,0.17,0.07,0.12,0.13,0.14,0.18,0.13,0.11,0.14
b_1,0.22,0.23,0.17,0.21,0.89,0.25,0.22,0.2,0.16,0.14,0.09,0.18,0.2,0.07,0.1,0.17
a_1,0.25,0.22,0.26,0.22,0.15,0.88,0.2,0.19,0.17,0.18,0.15,0.16,0.19,0.06,0.13,0.14
h_1,0.43,0.21,0.28,0.25,0.19,0.13,0.57,0.23,0.21,0.24,0.21,0.16,0.12,0.17,0.14,0.23
d_0,0.31,0.22,0.14,0.51,0.22,0.15,0.27,0.43,0.18,0.19,0.2,0.19,0.26,0.15,0.13,0.17
c_0,0.35,0.31,0.25,0.21,0.15,0.14,0.24,0.2,0.46,0.19,0.45,0.18,0.25,0.23,0.15,0.2
g_1,0.25,0.25,0.43,0.27,0.2,0.11,0.21,0.23,0.2,0.56,0.23,0.3,0.25,0.12,0.15,0.12
b_0,0.35,0.24,0.3,0.29,0.11,0.13,0.24,0.29,0.24,0.17,0.46,0.17,0.26,0.34,0.14,0.17
f_0,0.21,0.17,0.31,0.3,0.24,0.14,0.3,0.21,0.29,0.2,0.24,0.45,0.25,0.17,0.32,0.23
h_0,0.44,0.27,0.26,0.22,0.21,0.18,0.11,0.21,0.2,0.25,0.21,0.17,0.15,0.11,0.12,0.23
a_0,0.37,0.26,0.28,0.27,0.2,0.06,0.29,0.25,0.27,0.2,0.25,0.18,0.26,0.41,0.13,0.2
e_0,0.31,0.15,0.29,0.29,0.23,0.17,0.31,0.21,0.26,0.18,0.26,0.15,0.26,0.15,0.37,0.24
g_0,0.29,0.2,0.44,0.22,0.17,0.17,0.24,0.17,0.23,0.13,0.28,0.28,0.24,0.14,0.16,0.14
