,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.77,2.52,1.44,1.47,1.25,1.42,5.75,4.46,6.49,6.1,6.34,2.62,11.04,7.83,5.07,10.25
e_1,1.71,6.07,1.39,1.94,1.19,1.45,5.91,5.8,13.08,7.64,7.89,7.89,9.6,7.29,4.87,9.26
d_1,1.62,1.49,6.27,1.16,1.44,1.36,6.36,5.23,3.67,14.09,8.55,8.94,11.89,7.54,9.85,12.46
c_1,1.27,1.36,1.49,7.06,3.25,1.48,4.49,4.73,6.67,3.19,6.06,7.25,9.29,6.88,7.02,10.76
b_1,1.43,1.29,1.41,1.67,7.9,3.1,5.09,4.77,7.45,7.78,3.65,8.38,11.16,5.33,8.59,9.88
a_1,1.7,1.62,1.68,1.48,1.34,10.37,5.86,7.6,5.88,6.84,6.55,6.14,11.22,5.01,7.49,9.85
h_1,2.64,1.63,1.82,2.01,1.58,1.47,15.65,9.04,8.38,8.68,9.37,9.38,8.65,8.45,11.32,18.13
g_1,1.48,1.85,2.63,1.87,1.77,1.42,7.05,19.97,7.82,8.37,10.04,15.02,10.4,10.59,10.27,11.23
d_0,1.81,1.88,1.18,3.99,1.8,1.67,5.74,6.96,16.28,5.71,7.74,8.13,13.52,8.26,10.02,11.77
c_0,1.92,1.79,2.07,1.46,1.49,1.62,7.77,6.97,9.35,14.97,17.46,9.38,16.12,10.94,12.28,16.08
b_0,2.12,1.71,2.12,1.87,1.45,1.18,7.38,8.0,8.6,8.49,18.56,9.67,14.35,19.95,11.69,13.44
f_0,1.44,1.4,2.16,2.02,1.98,2.21,6.45,7.14,9.23,11.04,7.89,20.1,13.27,10.49,20.74,15.06
h_0,2.54,1.67,2.2,1.89,1.72,1.71,4.73,7.94,7.63,8.89,9.6,8.53,8.75,11.47,8.48,20.22
a_0,1.62,1.86,2.15,1.99,2.25,0.87,7.44,8.81,9.02,10.37,9.82,11.09,14.08,24.43,12.43,13.79
e_0,1.82,0.99,2.12,2.34,2.07,1.94,7.03,7.49,8.56,9.94,11.04,9.75,18.59,9.53,24.41,16.39
g_0,1.56,1.61,3.31,1.95,1.85,1.75,6.07,4.03,7.49,9.84,8.52,12.96,13.09,10.55,10.81,8.37
