,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.71,1.17,0.58,0.52,0.56,0.53,2.15,1.88,2.51,2.65,2.58,0.64,4.84,2.97,3.67,1.78
e_1,0.62,6.03,0.56,0.67,0.58,0.63,2.18,1.67,2.96,6.13,2.33,3.2,4.71,2.78,4.94,0.97
d_1,0.77,0.52,6.06,0.49,0.56,0.47,2.18,2.98,5.38,0.76,3.5,2.52,4.37,3.08,4.38,2.93
c_1,0.63,0.55,0.69,6.83,1.1,0.45,2.02,1.6,0.54,2.94,2.33,3.34,2.54,2.09,4.67,2.97
b_1,0.52,0.62,0.61,0.67,7.3,1.0,2.48,1.71,2.86,2.48,0.8,2.82,5.1,2.27,3.52,3.05
a_1,0.7,0.56,0.57,0.55,0.56,10.53,2.25,1.92,2.46,2.64,3.61,3.78,5.39,0.83,4.53,3.55
h_1,1.41,0.83,1.24,0.99,0.79,0.99,15.35,4.68,5.2,5.44,5.55,4.05,2.98,4.57,10.64,5.73
g_1,0.8,0.92,1.56,1.16,0.82,0.86,3.34,18.12,5.55,4.47,5.57,7.82,7.02,4.87,3.87,4.62
c_0,1.1,0.97,1.1,0.5,1.01,1.41,3.98,4.08,13.75,5.71,11.09,6.63,7.34,6.98,8.11,5.14
d_0,1.08,0.99,0.32,2.11,1.02,1.08,3.41,4.63,3.75,13.42,4.81,5.63,7.11,4.19,6.91,6.01
b_0,1.18,0.9,1.04,1.27,0.39,1.1,3.96,5.39,5.39,5.69,15.9,6.36,6.8,11.42,8.45,8.21
f_0,0.28,0.9,1.11,1.19,1.18,1.47,5.05,3.43,4.87,6.22,6.44,16.21,8.11,6.34,7.33,14.21
h_0,1.38,0.88,1.08,0.92,1.03,1.03,1.49,6.11,5.27,5.14,5.18,6.14,2.94,7.19,10.02,4.33
a_0,0.98,1.07,1.37,1.01,1.1,0.35,4.57,5.86,5.0,4.49,6.21,6.82,8.57,23.39,7.53,4.37
g_0,0.9,0.88,1.56,1.08,0.9,1.34,4.32,2.13,4.56,5.15,4.88,7.58,7.06,5.38,2.5,8.01
e_0,1.07,0.26,1.19,1.47,0.98,1.08,4.97,4.22,4.83,6.23,5.68,6.78,9.5,6.37,4.49,24.57
