,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,113.4,106.03,74.92,85.29,96.8,361.21,10806.9,17491.65,20191.39,24610.06,35003.66,47060.67,92565.08,107703.56,101337.99,218088.78
e_1,61.16,120.58,63.5,95.65,117.98,355.46,13402.8,17875.3,22138.1,38664.93,38667.51,69753.4,105414.06,129060.12,138446.76,214339.15
d_1,72.17,67.76,128.87,70.94,96.71,358.02,11794.69,17730.02,33206.9,18294.17,41078.44,68513.27,106872.15,124323.96,143994.78,184549.92
c_1,57.31,65.81,76.5,135.61,167.28,308.1,10191.41,14425.66,14119.63,18363.07,24782.69,53042.62,94419.21,108383.4,123275.91,192992.72
b_1,62.64,53.24,72.41,61.71,168.71,498.79,9842.47,16662.44,22607.04,20225.15,27240.34,52165.96,76391.08,128436.47,143600.1,194154.1
a_1,41.8,40.75,49.43,52.78,50.03,455.56,8101.27,11332.2,15159.17,14647.68,22689.34,39043.48,51114.66,78198.45,94365.43,138776.49
h_1,19.83,15.65,21.36,18.96,22.75,72.28,4066.82,5707.03,5512.68,5254.21,8736.17,13427.3,21247.71,25425.86,34340.91,59502.65
g_1,13.99,12.54,21.79,17.97,19.45,68.11,2036.98,6019.04,4033.05,3809.53,6941.65,17653.25,19131.2,22438.35,33973.47,35287.85
c_0,14.75,13.78,15.71,15.83,15.8,67.18,2643.66,4294.37,6082.5,5073.96,11861.54,12888.09,23826.09,24557.39,33588.02,43385.23
d_0,12.11,12.24,12.18,24.8,23.12,64.74,2604.26,4110.28,3169.49,6037.08,6644.01,11519.01,18592.7,23400.69,25158.88,42904.36
b_0,12.71,12.27,14.26,16.3,12.82,48.46,2072.25,3658.41,3454.86,4064.4,8426.2,12211.31,31181.96,23138.8,26154.94,34278.17
f_0,9.39,9.2,11.6,13.61,15.35,47.02,1766.46,2834.55,3599.46,3513.39,4956.8,12205.02,14733.8,20380.17,36929.59,26282.07
a_0,9.22,8.38,10.66,10.62,14.66,32.17,1848.31,2551.33,2577.34,2797.09,3990.45,8015.6,17820.48,17802.11,19571.21,26646.27
h_0,10.42,8.45,10.77,9.69,10.47,46.07,1195.38,3113.37,2696.8,2746.23,4335.33,7006.44,10598.95,12362.11,18621.49,30470.67
e_0,8.86,4.9,9.85,9.52,10.38,41.37,1489.9,2098.41,2269.99,2684.75,3645.85,5876.51,10688.28,12515.1,25250.61,24515.56
g_0,5.98,5.97,11.57,7.87,10.99,35.3,1240.93,1939.93,2424.78,1965.29,3699.64,8820.16,10178.29,10763.73,16725.43,18059.85
