,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13473.27,5619.78,7539.37,4825.22,11251.63,35628.73,5477678.87,28412578.46,17164477.58,14608317.89,36831834.9,45126445.62,185724794.78,228012317.51,178103752.15,311646058.48
f_1,8246.28,16414.44,5221.28,6254.49,9917.58,31256.26,4778553.71,14215586.96,16601104.36,13210757.82,32318710.28,21583602.58,197699776.04,225475671.05,138516084.53,317089025.26
c_1,4164.04,5522.98,17058.59,5531.0,22237.21,33467.52,4755308.36,14089515.62,8715295.06,11383308.91,20807191.88,40585607.15,193347698.47,200125326.81,188501583.48,331353973.04
d_1,5089.93,5732.93,4759.18,17529.94,13508.45,32709.45,5206433.95,9055314.57,28443523.6,14180944.24,41271905.57,42406822.22,205588366.26,166823195.6,213376710.1,314635280.29
b_1,4389.89,6381.75,5485.21,6131.51,40558.66,67341.28,5353372.33,13635753.01,17758748.84,12884525.38,21074950.23,38882733.36,198583386.18,144507024.64,192736178.5,327065387.48
a_1,4963.13,6292.95,5861.28,6653.3,9167.02,158236.33,5964254.45,16569834.49,14887570.0,14616274.76,32538923.0,45545274.34,213912200.06,132833159.67,247811760.29,323009727.61
h_1,5003.01,8391.71,6826.27,6821.47,11905.14,31814.44,11467478.98,14977669.04,16511106.9,20450379.7,34049160.76,42869404.32,179302182.44,217375754.13,254464984.15,459067739.31
d_0,5069.31,6043.5,11709.29,4423.7,13312.43,36429.66,5230562.95,26667903.71,13371684.99,13895700.63,34712699.7,46901297.31,240267542.02,215793086.71,233959192.73,375228018.35
c_0,5240.49,7812.36,5516.18,7445.44,7942.81,41255.55,5915673.97,17703204.81,28963511.12,15010691.67,72574410.74,38329962.91,254316469.39,298751836.97,259071026.89,393923959.01
g_1,4752.11,5110.05,6498.06,10921.75,10934.56,37623.6,5171133.86,14226543.42,17568477.41,35309669.74,36613138.35,67927838.84,204372278.01,191664023.34,245284436.07,287525845.48
b_0,5099.2,6564.7,7821.98,7080.39,9041.64,29235.98,6157081.97,17598761.12,18173817.9,15731752.52,71172841.43,42350509.6,251478426.04,490613189.89,244681321.62,408484171.38
f_0,4375.29,5030.65,7410.53,7330.79,14984.01,39573.69,6203341.84,17727926.34,17436861.25,16147107.2,39640720.19,82650616.8,249105015.55,239191585.82,484977576.22,355008301.06
h_0,4448.76,8491.33,7042.02,7249.83,13091.33,32811.29,4387827.78,15760084.59,16234373.15,18019104.89,38531836.81,39547485.65,186782027.21,257684520.93,235031961.73,491831596.96
a_0,5008.17,7331.69,6648.89,7532.05,13032.61,27050.75,6323852.74,16311046.89,17065658.27,17034791.77,34613251.78,42635458.36,302146043.53,482602361.2,243086468.6,405689663.37
e_0,3695.38,7371.64,6685.12,7415.32,12485.54,40797.25,7309559.15,15680640.02,18562549.42,16801383.95,42576767.91,45575244.45,233527657.18,272744979.26,501857644.49,407900506.22
g_0,4324.07,5574.97,6485.8,9623.25,14441.16,34142.73,6159181.49,13533695.17,18706233.97,14333903.25,35212786.08,69973984.29,213647389.22,288521842.45,296469626.61,326212007.29
