,e_1,f_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8692.21,3291.14,3565.36,8943.24,12140.1,24647.92,4009064.74,8513702.05,8681659.25,26493148.08,17712244.33,24839716.72,106280266.71,69742081.09,58345597.12,195763198.72
f_1,4075.79,11408.8,3367.33,6552.89,11429.12,27912.1,3176350.26,8489111.92,6986684.9,12780984.06,16839103.84,10061434.16,91009962.24,64152138.97,68559688.48,165815694.18
d_1,2263.45,3050.53,14772.23,5820.22,12581.9,31304.95,4022280.04,17838574.4,10677104.74,7476511.96,19078407.39,26095575.07,97613790.98,74195466.68,125304525.0,179559353.41
c_1,2379.03,2774.2,3477.58,33778.79,23827.76,22497.12,3424149.62,4119016.59,10269313.21,12845092.21,16070942.09,26709233.38,93642891.92,53538951.01,95814096.99,197586986.53
b_1,2181.48,3106.96,3608.65,7139.53,70069.2,56566.39,3795893.73,7845844.64,7821235.72,12791302.21,7059026.96,24981571.49,96620740.37,49020536.35,101629644.6,177461241.99
a_1,2385.6,3032.18,3496.36,8020.69,11902.59,188387.17,3994570.15,9728349.3,11975703.53,10817361.54,20290051.98,31343821.66,108812571.17,44702425.11,130696416.68,205099113.13
h_1,2414.34,4904.7,4672.44,7805.15,14950.35,30810.24,11359193.7,10824132.46,15591364.13,16595024.71,23308633.11,33824129.01,71266783.9,87096858.09,147997537.23,304903363.44
c_0,2925.2,3686.1,4826.78,5233.17,12282.41,31890.07,5599159.49,22808560.11,13806451.73,18278848.53,44400282.24,36075281.12,137436407.2,120845060.84,149367333.35,266039620.96
g_1,2334.25,3135.34,6967.26,7805.15,17127.83,37074.99,4136270.39,12705604.7,35740983.99,13178570.57,23028929.52,45822349.46,94710829.76,96532351.06,122775421.73,130500495.89
d_0,2846.47,3728.94,2482.49,16531.4,16069.99,28330.43,4178477.23,9857912.06,12440023.72,30807048.09,22844632.06,29350495.58,132704542.37,88123118.11,127178707.74,283751497.9
b_0,2767.52,4026.01,5657.08,8248.78,11034.81,21960.35,4794446.38,12665093.46,12485641.71,17081135.57,43891771.6,32688121.57,116044209.72,198783233.93,140904827.66,255448522.19
f_0,2020.41,2163.46,5256.32,10863.14,17212.59,34807.24,5024211.07,13402094.56,12716468.7,20334502.01,22119262.86,69476589.31,124067987.29,106113236.23,284156773.8,255853419.26
h_0,3087.34,4830.12,4918.23,8779.06,15232.56,27869.58,2976014.92,10576149.08,15931794.49,17192999.5,25078814.95,25833784.72,75644612.03,81710927.5,127024611.5,286341049.9
a_0,2714.81,3704.65,5583.13,10447.11,14407.06,13446.42,5248141.55,14070149.37,11949349.93,20347423.87,19440806.11,31225113.77,146165894.09,234776374.48,151619972.95,245747155.67
e_0,1471.33,4671.68,3835.89,9271.25,14048.51,38976.4,5834906.83,14903709.01,14310092.65,17465206.29,27908362.35,39447066.05,144882135.67,110911893.39,367688128.76,258980385.5
g_0,2404.64,3115.52,7057.2,9306.95,14238.87,28502.95,3963325.29,12454072.13,8270873.95,15194804.21,24027473.88,47536030.82,113816622.14,88506124.97,136953788.03,176638772.73
