,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7500.92,1772.87,1883.29,2333.53,2531.09,13773.94,2090289.0,3123558.32,5931742.58,4933579.75,7992842.91,3344801.22,45096100.72,39546418.47,43511088.89,122764657.4
e_1,952.48,8915.79,1359.14,2496.49,3372.84,12698.49,1805912.76,2489035.98,5303905.13,11804787.34,8969055.78,18542325.95,50893474.67,51215054.91,21105804.09,155199268.2
d_1,779.97,953.47,18756.95,1878.31,3037.31,18131.51,2023868.6,4389685.17,10965085.31,1123218.16,9955642.31,19590978.59,44310454.36,41488218.66,68529965.0,159654529.82
c_1,877.47,834.27,1770.15,24630.05,6333.42,14302.02,1611481.88,3752068.8,950118.86,5840407.47,7404377.43,18495310.48,49254233.14,40871361.8,88580668.43,109749580.57
b_1,876.41,905.41,1647.03,2713.56,40944.76,26974.91,1509535.42,4224142.7,5555831.93,5205390.27,2179559.99,18013784.46,43709953.88,32604295.85,71318927.65,130844689.85
a_1,831.91,756.45,1597.55,1860.45,3935.03,285000.83,2227222.63,4882086.95,6167851.36,7356841.58,11115485.6,18654252.51,44622720.77,17671425.01,56371339.41,152938044.77
h_1,1999.21,1602.87,2662.12,3842.0,5146.31,23161.46,13582734.6,9682727.1,9415921.47,8695367.83,17377611.67,26830808.08,35811189.26,98553894.26,141472844.41,308615944.6
g_1,1135.08,1315.92,5324.24,3049.39,5570.48,27963.23,2142343.72,34670702.95,12745942.48,5948904.09,18962951.94,60975609.76,69552696.85,76490870.89,143691059.74,104906035.63
c_0,1864.68,1448.56,3705.27,1678.11,4405.87,24131.28,3724710.9,7807822.38,27864043.48,11873674.69,32358311.38,46532131.66,86977701.05,78648920.54,139382112.72,316158282.72
d_0,1655.23,1660.7,770.17,7841.06,5377.34,20601.84,3696247.23,5874281.46,6869477.3,28032990.88,15813878.83,22110849.06,98884711.28,68668953.28,142616829.67,223872346.7
b_0,1696.74,1817.36,3624.22,3361.19,2219.17,20688.58,4034576.5,8509300.79,11893795.55,9397099.27,51774026.01,38925438.6,85455167.42,133677612.97,174731372.74,224814967.11
f_0,641.91,1417.58,3372.02,3052.26,5368.13,44358.34,3460209.7,8193076.78,9729785.52,11637300.61,21780496.93,122395833.33,111754265.62,96794003.29,452039421.9,242248535.16
h_0,2328.64,1502.77,3049.68,3429.37,5590.59,25017.22,,7195828.77,8629388.65,7304939.08,14844506.53,29087112.17,22073099.95,75402297.55,157052704.19,249198239.86
a_0,1818.18,1526.0,3806.97,5547.34,4976.2,,2714106.3,4924336.3,11123472.0,9713581.89,16799281.43,29145077.72,102230094.69,322579807.86,101366183.11,233616013.6
e_0,1565.32,539.25,4586.07,3656.89,4284.14,26089.59,3542651.73,11407469.73,10443617.92,13994668.7,18738010.13,41482300.88,98215527.91,139794525.11,697765769.47,203004009.96
g_0,1364.05,1364.69,5523.9,4050.11,4684.91,21496.73,3353741.71,3686884.55,8003533.25,8608414.15,16542149.57,44921875.0,77071907.32,78403142.67,188967299.32,
