,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.4,0.6,0.71,0.67,0.69,0.59,0.29,0.39,0.27,0.33,0.3,0.36,0.2,0.3,0.26,0.27
d_1,0.73,0.4,0.74,0.69,0.63,0.64,0.36,0.27,0.33,0.38,0.29,0.29,0.22,0.3,0.31,0.17
e_1,0.45,0.7,0.39,0.74,0.72,0.72,0.37,0.43,0.32,0.39,0.33,0.39,0.28,0.3,0.37,0.29
c_1,0.66,0.74,0.55,0.38,0.84,0.63,0.33,0.37,0.32,0.2,0.26,0.27,0.29,0.27,0.3,0.27
b_1,0.7,0.74,0.7,0.42,0.37,0.78,0.44,0.35,0.4,0.31,0.42,0.32,0.28,0.32,0.33,0.3
a_1,0.8,0.7,0.71,0.72,0.4,0.3,0.38,0.39,0.36,0.32,0.4,0.33,0.3,0.4,0.3,0.27
h_1,0.73,0.61,0.59,0.62,0.62,0.5,0.23,0.37,0.29,0.28,0.29,0.28,0.33,0.32,0.27,0.27
g_1,0.66,0.66,0.57,0.67,0.66,0.57,0.28,0.22,0.27,0.27,0.29,0.32,0.18,0.28,0.27,0.29
c_0,0.72,0.45,0.64,1.01,0.67,0.57,0.36,0.35,0.23,0.36,0.31,0.28,0.24,0.31,0.26,0.23
d_0,0.56,0.84,0.4,0.77,0.64,0.65,0.38,0.39,0.28,0.24,0.32,0.29,0.25,0.29,0.27,0.28
b_0,0.65,0.55,0.61,0.86,0.75,0.55,0.33,0.33,0.19,0.27,0.22,0.26,0.25,0.36,0.25,0.22
f_0,0.73,0.63,0.57,0.7,0.6,0.56,0.37,0.25,0.28,0.31,0.29,0.22,0.25,0.29,0.35,0.17
h_0,0.69,0.65,0.59,0.6,0.61,0.56,0.36,0.39,0.26,0.28,0.27,0.26,0.26,0.27,0.27,0.24
a_0,0.63,0.55,0.64,0.67,0.74,0.78,0.32,0.34,0.24,0.28,0.19,0.26,0.26,0.2,0.25,0.25
e_0,0.8,0.55,0.73,0.68,0.61,0.57,0.35,0.3,0.3,0.29,0.29,0.16,0.25,0.27,0.19,0.21
g_0,0.64,0.77,0.6,0.63,0.54,0.54,0.26,0.35,0.27,0.28,0.29,0.3,0.2,0.31,0.31,0.26
