,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.51,0.64,0.81,0.58,0.62,0.52,0.74,1.32,0.85,0.7,0.87,0.87,0.75,0.93,0.49,0.9
f_1,1.09,1.53,0.69,0.51,0.61,0.51,0.68,0.91,0.82,0.67,0.78,0.45,0.66,0.77,0.47,0.7
c_1,0.64,0.68,1.54,0.73,1.05,0.42,0.83,0.63,0.41,0.8,0.7,0.7,0.63,0.74,0.69,0.72
d_1,0.66,0.95,0.59,1.56,0.64,0.51,0.84,0.53,1.3,0.69,0.77,0.77,0.67,0.86,0.58,0.65
b_1,0.72,0.66,0.64,0.71,1.59,1.0,0.9,0.94,0.81,0.67,0.47,0.77,0.63,0.79,0.56,0.85
a_1,0.73,0.85,0.79,0.84,0.54,1.76,0.93,0.74,0.83,0.75,0.85,1.01,0.69,1.09,0.9,0.85
h_1,0.85,1.07,0.77,1.03,0.81,0.73,1.72,1.0,1.03,1.23,1.02,0.92,0.92,0.87,0.92,1.42
d_0,0.81,0.87,1.65,0.67,0.8,0.78,0.97,1.56,0.94,0.94,1.14,0.97,0.95,1.29,0.9,0.99
c_0,0.92,1.0,0.83,0.88,0.83,0.89,1.07,1.23,1.59,1.14,1.74,1.16,1.05,1.24,1.13,1.14
g_1,0.86,0.82,0.89,1.38,0.81,0.65,1.03,0.98,1.07,1.81,1.11,1.37,0.84,1.07,0.92,0.73
b_0,0.96,0.93,0.98,1.08,0.71,0.83,1.15,1.11,0.93,1.16,1.66,0.92,1.86,1.11,0.99,1.09
f_0,0.81,0.77,1.06,1.1,0.85,0.7,1.23,1.3,1.15,0.91,1.39,1.74,1.06,1.11,1.82,0.97
a_0,1.05,1.11,1.12,0.92,0.99,0.29,1.14,1.4,1.27,1.27,0.99,1.08,1.74,1.31,0.98,1.27
h_0,0.98,1.24,1.11,1.1,0.91,0.83,0.85,1.12,1.06,1.24,1.33,1.14,0.96,1.01,1.01,1.31
e_0,0.61,1.04,1.28,1.19,1.17,0.77,1.1,1.33,1.1,1.05,1.21,0.98,1.1,1.43,1.8,1.17
g_0,0.9,0.91,1.03,1.61,0.92,0.84,1.0,1.21,1.29,0.86,1.3,1.48,0.97,1.33,1.06,0.86
