,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,0.74,0.42,0.49,0.36,0.31,0.58,0.44,0.61,0.53,0.57,0.19,0.54,0.43,0.25,0.61
e_1,0.46,1.5,0.42,0.54,0.44,0.35,0.47,0.49,0.84,0.51,0.59,0.62,0.6,0.51,0.26,0.36
d_1,0.52,0.44,1.54,0.37,0.44,0.42,0.59,0.46,0.27,0.9,0.55,0.51,0.57,0.43,0.53,0.45
c_1,0.43,0.47,0.45,1.54,0.81,0.41,0.59,0.43,0.54,0.17,0.35,0.5,0.54,0.27,0.4,0.51
b_1,0.59,0.43,0.47,0.36,1.59,0.66,0.55,0.6,0.51,0.6,0.28,0.52,0.64,0.51,0.52,0.55
a_1,0.62,0.52,0.55,0.51,0.36,1.76,0.68,0.56,0.62,0.56,0.61,0.43,0.68,0.36,0.43,0.55
h_1,0.98,0.82,0.75,0.69,0.6,0.41,1.67,1.04,0.87,0.59,0.81,0.75,0.73,0.86,0.83,1.22
g_1,0.75,0.69,1.08,0.8,0.58,0.48,0.65,1.74,0.74,0.85,0.81,1.22,0.98,0.67,0.87,0.53
d_0,0.81,0.72,0.37,1.24,0.69,0.55,0.9,0.92,1.48,0.77,0.84,0.9,0.77,0.71,0.77,0.9
c_0,0.95,0.77,0.78,0.6,0.59,0.54,0.99,0.96,0.98,1.57,1.54,0.93,1.15,0.88,1.04,1.01
b_0,0.79,0.81,0.83,0.98,0.48,0.4,0.96,0.95,0.99,0.84,1.62,0.96,1.19,1.46,0.75,0.98
f_0,0.57,0.66,0.98,0.88,0.68,0.74,0.97,0.69,0.99,0.89,0.94,1.66,1.06,0.91,1.66,1.04
h_0,0.9,0.79,0.92,0.91,0.7,0.58,0.52,0.96,1.06,0.76,0.84,0.88,0.56,0.83,0.77,1.23
a_0,0.98,0.62,0.95,0.96,0.86,,0.88,1.03,0.91,0.83,0.67,0.98,1.16,1.65,0.78,0.95
e_0,1.05,0.38,0.88,1.01,0.85,0.7,1.0,0.81,1.11,0.77,1.03,0.7,1.17,1.07,1.68,1.0
g_0,0.75,1.0,1.26,0.82,0.64,0.54,0.66,0.95,0.86,0.84,0.88,1.13,0.9,0.96,0.87,
