,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.93,0.09,0.09,0.11,0.08,0.07,0.08,0.07,0.06,0.1,0.07,0.05,0.05,0.06,,0.04
f_1,0.17,0.93,0.12,0.08,0.1,0.07,0.08,0.05,0.07,0.06,0.06,,0.05,0.05,0.04,0.03
d_1,0.11,0.1,0.93,0.09,0.09,0.06,0.1,0.05,0.12,,0.07,0.06,0.04,0.05,0.04,0.05
c_1,0.11,0.11,0.13,0.93,0.15,0.06,0.08,0.04,,0.06,0.05,0.06,0.04,0.05,0.06,0.05
b_1,0.11,0.11,0.11,0.09,0.93,0.1,0.07,0.07,0.07,0.07,,0.06,0.05,0.07,0.05,0.05
a_1,0.12,0.11,0.12,0.13,0.1,0.93,0.1,0.08,0.06,0.07,0.07,0.07,,0.07,,0.07
h_1,0.25,0.32,0.25,0.26,0.3,0.19,0.71,0.17,0.17,0.19,0.17,0.17,0.11,,0.13,0.18
g_1,0.23,0.27,0.45,0.42,0.24,0.16,0.25,0.71,0.15,0.16,0.19,0.24,0.11,0.15,0.12,
c_0,0.39,0.35,0.29,,0.28,0.24,0.25,0.23,0.58,0.18,0.33,0.23,0.15,0.21,0.12,0.18
d_0,0.31,0.47,,0.56,0.35,0.28,0.26,0.21,0.2,0.58,0.21,0.19,0.13,0.16,0.11,0.18
b_0,0.32,0.43,0.32,0.32,,0.2,0.29,0.18,0.24,0.16,0.58,0.17,0.34,0.25,0.13,0.18
f_0,0.42,,0.33,0.36,0.36,0.26,0.27,0.16,0.24,0.25,0.25,0.59,0.12,0.17,,0.17
a_0,0.35,0.39,0.38,0.44,0.28,,0.31,0.23,0.24,0.29,0.17,0.21,0.6,0.25,0.16,
h_0,0.46,0.66,0.48,0.42,0.39,0.3,,0.4,0.31,0.37,0.27,0.23,0.2,,,0.35
e_0,,0.38,0.44,0.26,0.46,,0.21,0.27,0.32,0.37,0.3,,0.18,,0.57,0.19
g_0,0.5,0.54,0.68,0.51,0.46,0.29,0.31,,0.32,0.27,0.26,0.43,,0.25,0.29,
