,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,1.05,1.37,1.11,1.08,1.14,2.5,4.09,2.33,2.45,2.58,2.89,2.96,2.32,1.91,3.29
f_1,1.79,2.39,1.12,0.95,1.05,0.92,1.76,2.4,2.07,2.18,2.47,1.37,2.95,2.49,2.08,3.43
c_1,0.89,1.05,2.6,1.12,1.8,1.25,2.22,2.25,2.36,1.38,2.02,2.6,2.64,2.15,2.61,3.09
d_1,1.07,1.38,0.93,2.63,1.06,1.0,2.39,1.61,2.09,3.85,2.7,2.51,3.3,2.96,2.73,2.34
b_1,1.07,1.07,1.13,1.25,2.74,1.89,1.93,2.04,1.77,2.12,1.29,2.37,3.55,1.97,2.28,2.87
a_1,1.1,1.19,1.15,1.4,0.9,3.18,2.3,2.33,2.71,2.39,2.7,2.36,3.0,1.65,2.52,3.13
h_1,1.16,1.83,1.17,1.16,1.17,1.01,4.05,2.43,2.6,2.53,2.6,2.62,2.38,3.2,2.57,3.8
d_0,0.92,1.35,2.1,0.83,1.44,1.1,2.48,3.87,2.12,2.37,2.63,2.87,3.67,2.79,3.36,3.39
g_1,1.08,1.2,1.14,1.76,1.29,0.96,2.35,2.76,4.36,2.87,2.94,3.35,3.04,3.01,3.03,2.51
c_0,1.23,1.54,0.99,1.23,0.94,1.09,2.77,2.65,2.46,4.08,5.19,2.95,3.65,3.48,3.23,3.63
b_0,1.31,1.3,1.37,1.38,0.8,1.13,3.06,2.71,2.44,2.22,4.23,3.1,2.99,5.44,2.67,4.17
f_0,1.0,1.12,1.29,1.35,1.34,1.47,2.46,2.85,2.42,2.72,3.33,4.37,3.35,3.3,5.28,3.2
h_0,1.28,1.73,1.31,1.15,1.12,1.11,1.75,2.41,2.79,2.38,3.07,2.77,2.56,2.7,2.93,3.86
a_0,1.37,1.28,1.52,1.19,1.1,0.79,2.26,2.93,2.21,2.58,2.47,2.6,3.94,4.82,3.37,3.6
e_0,0.85,1.48,1.34,1.29,1.39,1.34,2.46,2.38,2.54,2.66,3.43,2.52,3.86,2.71,5.19,3.71
g_0,1.24,0.94,1.15,1.98,1.38,1.23,2.32,2.31,2.0,2.54,2.69,4.21,3.64,2.75,2.96,2.69
