,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.19,11.48,15.72,12.33,11.14,16.29,2.64,4.47,2.22,2.36,2.52,,1.09,2.43,2.31,2.49
e_1,6.81,0.18,12.3,13.96,12.26,18.69,4.04,4.51,2.46,2.51,2.2,2.81,1.7,3.39,,2.11
d_1,11.14,18.45,0.16,14.53,14.09,16.12,3.85,2.35,2.48,,2.16,2.84,1.3,2.39,2.2,1.06
c_1,11.49,12.86,14.53,0.15,10.0,16.26,4.64,3.84,,1.26,3.67,3.25,1.8,1.71,3.64,1.29
b_1,16.91,12.61,14.64,6.43,0.13,9.58,3.07,2.94,3.37,2.24,,3.1,1.52,3.46,,1.69
a_1,12.9,15.74,10.75,13.55,8.47,0.09,4.16,3.7,3.59,3.14,4.09,1.65,1.38,,,1.94
h_1,2.76,3.79,2.84,3.4,3.54,2.6,0.07,1.27,0.6,0.57,0.63,0.66,,0.71,0.62,0.56
g_1,4.88,5.18,3.19,3.67,3.05,2.72,0.52,0.05,0.7,0.97,0.58,0.82,0.44,0.96,0.36,
c_0,2.27,2.65,1.47,,2.65,2.29,0.75,0.46,0.08,0.74,0.54,0.61,0.36,0.41,0.64,0.41
d_0,2.89,1.34,,2.21,2.96,1.93,0.75,0.97,0.55,0.08,0.49,0.55,0.48,0.43,0.36,0.35
b_0,2.59,2.73,2.99,2.94,,2.81,0.55,0.52,0.3,0.6,0.07,0.48,0.34,0.76,0.73,0.3
f_0,,2.62,2.42,2.81,2.15,2.52,0.75,0.39,0.39,0.71,0.48,0.06,0.49,,0.48,0.3
h_0,1.71,1.41,1.78,1.5,1.81,1.65,,0.64,0.4,0.26,0.32,0.27,,0.27,0.39,0.21
a_0,2.63,2.44,2.5,2.93,3.46,,0.58,0.75,0.64,0.54,0.31,,0.34,0.05,,0.4
e_0,3.96,,2.72,2.18,,,0.75,0.77,0.6,0.5,0.58,0.19,0.3,,0.04,
g_0,2.09,1.74,1.32,1.72,1.86,1.48,0.34,,0.28,0.31,0.48,0.32,0.27,0.32,,
