,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.12,2.2,5.07,4.91,4.6,4.16,1.44,1.38,1.13,1.08,1.17,0.94,0.69,0.98,1.75,0.75
f_1,4.17,1.12,3.84,4.35,4.39,3.96,0.91,1.36,0.96,0.76,1.54,0.79,0.46,0.73,0.78,0.78
d_1,5.24,5.79,1.12,5.16,5.58,4.85,1.23,0.84,2.53,0.99,0.89,0.97,0.74,0.8,1.0,0.45
c_1,4.16,5.55,6.06,1.12,4.97,4.75,1.79,1.54,0.59,1.95,1.03,1.01,0.68,1.21,0.91,0.71
b_1,5.46,7.0,5.98,2.95,1.13,6.01,1.66,2.05,1.11,1.58,1.17,2.25,0.88,1.25,1.15,0.82
a_1,8.96,10.18,7.05,10.09,4.25,1.14,2.48,2.41,1.99,1.52,1.95,2.07,1.64,4.92,1.41,1.52
h_1,14.23,15.18,14.77,13.13,13.4,15.85,1.7,4.63,3.47,2.69,2.88,2.62,2.61,2.38,2.59,1.88
g_1,16.74,19.24,19.18,19.87,16.32,19.66,3.63,1.75,4.25,3.4,3.46,4.07,2.04,3.61,3.08,3.13
d_0,9.71,17.66,37.01,20.94,18.56,18.72,6.4,7.15,2.13,3.67,4.21,3.65,3.06,3.99,3.98,3.42
c_0,21.26,25.34,10.12,37.34,20.88,20.27,6.1,6.44,7.41,2.26,4.24,5.78,3.13,4.12,3.98,3.19
f_0,21.14,31.4,24.02,24.6,17.86,20.48,5.86,3.67,5.01,4.3,2.13,4.32,2.84,3.61,5.0,1.94
b_0,22.55,23.11,18.51,31.95,35.06,19.47,6.49,6.16,4.56,2.16,4.8,2.3,3.08,5.34,5.0,3.42
h_0,29.83,27.21,28.86,27.92,28.4,22.34,12.44,7.78,7.19,6.0,4.92,5.6,6.35,4.51,5.36,3.9
a_0,32.45,29.39,34.57,39.23,38.9,40.96,8.7,8.23,9.05,6.12,6.92,3.37,4.71,2.53,6.73,5.23
e_0,49.99,63.34,29.13,39.73,31.56,37.09,8.7,8.53,6.64,5.32,3.23,5.78,3.81,5.66,2.47,3.99
g_0,36.26,43.74,37.01,38.74,38.9,39.32,8.62,13.88,8.5,6.66,7.0,5.96,3.91,6.11,6.61,6.44
