,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.89,1.09,0.89,0.9,0.68,0.85,0.64,0.56,0.6,0.66,0.71,0.62,0.79,0.67
f_1,1.2,1.0,0.92,1.13,0.95,0.89,0.5,0.64,0.77,0.57,0.58,0.44,0.49,0.46,0.49,0.57
d_1,1.12,1.08,1.0,0.8,0.97,0.78,0.78,0.85,0.62,0.94,0.72,0.56,0.68,0.51,0.62,0.46
c_1,0.91,0.89,1.24,1.0,1.23,0.81,0.81,0.49,0.74,0.64,0.57,0.67,0.66,0.59,0.55,0.47
b_1,1.12,1.05,1.03,0.82,1.0,1.21,0.79,0.76,0.6,0.63,0.59,0.66,0.56,0.61,0.59,0.65
a_1,1.11,1.12,1.29,1.23,0.83,1.0,0.95,0.9,0.8,0.8,0.9,0.75,0.88,0.89,0.63,0.71
h_1,1.44,1.99,1.26,1.26,1.22,1.02,1.0,0.79,0.98,0.84,0.98,0.88,0.88,0.84,0.65,0.85
d_0,1.17,1.58,1.14,2.1,1.35,1.18,1.26,1.0,0.92,0.99,1.01,1.02,0.82,0.76,0.83,1.03
g_1,1.49,1.28,1.69,1.39,1.69,1.2,0.99,1.06,1.0,0.88,0.95,1.18,0.83,0.92,0.75,0.96
c_0,1.83,1.72,1.06,1.57,1.47,1.25,1.18,1.05,1.12,1.0,1.28,1.06,0.86,0.89,0.93,0.88
b_0,1.57,1.88,1.42,1.7,1.52,1.26,1.03,0.98,1.08,0.78,1.0,0.93,0.99,1.3,0.87,1.01
f_0,1.54,2.08,1.83,1.4,1.57,1.26,1.18,0.97,0.89,0.93,1.09,1.01,0.77,1.07,1.63,0.74
h_0,1.39,2.02,1.51,1.55,1.81,1.1,1.17,1.15,1.21,1.15,1.03,1.22,1.0,0.9,0.92,1.14
a_0,1.57,2.24,1.99,1.64,1.44,1.4,1.18,1.29,1.13,1.23,0.78,0.97,1.15,1.0,0.95,1.13
e_0,1.24,2.03,1.6,1.91,1.63,1.62,1.49,1.2,1.32,1.11,1.2,0.67,1.06,1.12,1.0,1.07
g_0,1.47,1.79,2.2,2.01,1.49,1.5,1.15,0.97,,1.1,1.01,1.38,0.86,0.96,0.98,1.0
