,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.06,2.25,2.3,2.06,1.9,2.16,0.75,0.57,0.63,0.92,0.59,0.59,0.63,0.48,0.49,0.34
f_1,2.02,1.06,2.51,2.05,2.03,1.87,0.63,0.88,0.71,0.65,0.62,1.09,0.57,0.38,0.58,0.52
e_1,2.49,1.62,1.06,2.86,2.52,2.28,0.98,0.97,0.67,0.87,0.81,0.76,0.74,0.59,0.96,0.61
c_1,3.2,2.84,1.9,1.06,2.65,1.86,1.05,0.98,0.96,0.41,0.54,0.7,0.53,0.53,0.61,0.51
b_1,3.25,2.9,2.77,1.79,1.07,2.38,1.32,1.2,1.13,0.85,1.27,0.8,0.71,0.72,0.6,0.73
a_1,3.44,4.64,3.76,3.25,2.05,1.07,1.91,1.33,1.17,1.07,1.43,1.02,1.46,0.92,1.0,1.01
h_1,5.76,6.8,5.71,5.46,5.53,3.8,1.33,2.15,1.83,1.74,1.75,1.48,1.61,1.96,1.56,1.29
g_1,8.35,7.48,7.06,5.95,6.03,5.72,2.12,1.34,1.97,1.98,2.04,1.96,1.81,1.22,1.96,1.78
c_0,4.74,7.87,7.2,12.57,6.56,6.78,2.71,3.0,1.51,3.12,2.46,1.71,2.05,1.61,1.8,1.6
d_0,11.39,7.44,4.47,8.97,6.87,6.47,2.97,3.04,2.14,1.62,2.24,2.19,2.39,1.83,1.95,1.69
b_0,6.61,8.87,6.95,11.27,13.15,6.33,2.53,2.49,1.37,2.62,1.56,2.03,2.28,1.67,1.93,1.63
f_0,7.68,12.28,8.31,8.79,8.82,6.7,3.43,2.15,2.63,2.65,2.4,1.54,2.28,2.05,3.06,1.37
a_0,8.71,8.96,8.88,12.38,10.87,15.83,4.09,3.35,2.63,2.95,1.87,2.71,1.6,2.18,2.74,2.1
h_0,8.99,11.05,10.15,10.13,9.76,8.19,4.52,3.35,3.25,2.9,3.11,2.86,2.46,2.92,2.06,2.17
e_0,11.35,14.78,13.52,11.98,10.91,7.33,3.91,2.87,3.22,3.46,3.22,1.47,2.81,3.22,1.6,1.88
g_0,11.28,11.98,10.83,11.15,11.61,8.24,3.45,4.99,3.3,4.16,3.34,3.01,3.38,2.33,3.28,2.93
