,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.06,2.31,1.86,2.23,2.14,1.62,0.64,0.73,0.87,0.61,0.57,0.97,0.42,0.59,0.51,0.57
e_1,1.58,1.06,2.24,2.45,2.25,1.9,0.85,0.92,0.8,0.64,0.66,0.82,0.54,0.51,0.59,0.97
d_1,2.44,2.53,1.06,2.14,2.4,1.89,0.79,1.19,0.55,0.84,0.61,0.59,0.44,0.62,0.37,0.59
c_1,2.46,2.18,3.16,1.06,2.46,1.88,0.83,0.42,0.97,0.82,0.65,0.66,0.58,0.61,0.44,0.49
b_1,2.89,2.79,2.64,1.65,1.07,3.3,1.12,0.8,0.93,0.9,1.17,0.73,0.56,0.65,0.66,0.58
a_1,4.94,3.65,3.94,4.02,1.87,1.07,2.13,1.14,2.03,0.96,1.42,1.03,1.04,1.44,0.76,0.95
h_1,7.14,6.21,6.21,6.27,5.27,3.68,1.34,1.59,2.41,1.78,1.74,1.52,1.83,1.35,1.39,1.49
d_0,7.1,4.15,10.38,9.34,6.8,5.7,3.22,1.52,2.59,2.09,2.22,2.0,1.57,1.81,1.78,1.85
g_1,7.56,7.21,7.63,7.16,7.18,5.41,2.15,2.43,1.35,2.17,2.1,2.29,1.42,2.02,2.16,1.7
c_0,7.66,7.89,4.51,12.35,7.44,7.26,3.36,2.61,2.51,1.54,2.6,2.16,1.95,1.86,1.76,2.03
b_0,8.57,7.53,6.92,10.5,10.42,5.9,3.02,2.5,2.99,1.45,1.56,2.11,1.82,2.37,1.54,1.72
f_0,13.83,6.52,8.33,8.04,8.51,8.24,3.72,2.38,2.02,2.1,2.59,1.54,1.95,2.26,1.24,2.37
h_0,10.65,9.15,10.12,10.61,10.84,7.41,4.93,3.3,3.35,2.64,2.6,2.61,3.04,2.35,2.49,1.84
a_0,10.2,12.61,9.33,10.86,13.56,11.03,5.33,4.05,3.42,3.18,1.97,3.04,2.42,1.67,2.7,3.18
g_0,12.21,9.94,12.98,11.91,11.24,11.01,3.58,3.29,5.89,3.17,3.38,3.89,1.92,2.32,3.07,2.52
e_0,16.24,12.49,10.47,14.38,12.01,10.29,4.21,3.05,4.67,3.39,3.58,1.73,2.95,3.28,2.32,1.67
