,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.33,1.68,0.98,1.04,0.81,0.71,1.94,1.65,1.79,2.27,1.9,1.32,2.62,1.72,2.08,1.26
e_1,1.23,2.33,0.81,1.32,0.92,0.77,2.05,1.76,2.01,3.71,2.18,1.93,2.8,1.97,2.25,1.25
d_1,1.17,1.05,2.43,0.87,0.86,0.78,2.04,1.86,3.79,1.54,2.63,2.27,2.86,1.97,2.62,1.79
c_1,1.04,0.98,1.1,2.52,1.69,0.8,1.94,1.79,1.38,2.01,1.54,2.1,2.65,1.89,2.19,1.69
b_1,1.06,0.99,1.22,0.97,2.77,1.64,1.94,1.67,1.99,2.02,1.51,1.84,2.61,1.46,2.71,1.75
a_1,1.1,1.08,1.25,0.96,0.99,3.21,1.95,1.73,2.23,1.85,2.26,2.05,3.07,1.31,3.0,2.06
h_1,1.4,1.14,1.25,1.1,1.04,0.81,3.45,2.37,2.09,2.05,2.21,2.29,2.57,1.76,3.41,1.89
g_1,1.12,1.04,1.56,1.12,1.04,0.87,1.92,3.83,2.1,1.75,2.08,2.81,2.79,1.8,1.98,2.17
c_0,1.33,1.19,1.17,0.97,0.84,0.84,2.38,2.03,3.47,2.11,3.97,2.65,3.37,2.58,3.08,2.29
d_0,1.16,1.07,0.88,1.88,1.2,0.86,1.93,1.8,1.69,3.31,1.96,2.35,2.9,1.56,2.29,1.85
b_0,1.39,1.24,1.02,1.12,0.78,0.66,2.41,2.09,2.33,2.49,3.47,2.45,3.63,3.78,3.03,2.39
f_0,1.03,0.94,1.28,1.26,1.11,1.09,2.39,2.01,2.51,2.39,2.41,3.71,2.9,2.09,2.55,4.06
h_0,1.53,1.15,1.18,1.11,0.82,0.87,1.78,2.35,2.3,2.09,2.22,2.04,2.17,1.98,3.32,1.75
a_0,1.3,1.09,1.22,1.17,1.11,0.72,2.42,1.98,2.33,2.45,1.89,2.47,3.17,3.6,2.76,2.22
g_0,1.08,1.04,1.68,1.1,0.89,0.81,2.04,1.71,2.65,2.08,2.39,3.25,3.2,2.04,2.38,1.99
e_0,1.26,0.95,1.26,1.17,0.99,1.03,2.07,1.71,2.1,2.36,2.55,2.52,3.24,2.07,2.87,3.96
