,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.32,0.87,0.91,1.04,0.82,0.85,1.09,0.91,0.98,0.91,1.13,0.9,1.09,1.03,0.8
e_1,0.76,1.0,1.02,1.19,1.0,1.07,1.14,0.99,1.03,1.43,1.04,1.16,1.12,1.04,1.14,1.18
d_1,1.15,0.99,1.0,0.88,0.95,0.98,0.96,0.92,1.35,1.13,1.1,0.98,1.0,0.94,0.86,1.0
c_1,1.09,0.84,1.13,1.0,1.31,0.86,0.95,0.85,0.77,0.68,0.8,0.95,0.86,0.88,1.01,0.86
b_1,0.98,1.0,1.05,0.76,1.0,1.4,1.21,1.04,1.1,0.94,1.06,0.92,1.1,0.82,1.03,1.01
a_1,1.22,0.91,1.04,1.15,0.71,1.0,1.07,1.09,0.8,1.06,1.15,0.97,1.18,1.14,0.93,1.14
h_1,1.21,0.88,1.05,1.04,0.85,0.91,1.0,1.17,1.0,0.98,1.02,0.86,0.98,0.93,1.19,1.0
g_1,0.88,1.01,1.21,1.1,0.97,0.89,0.84,1.0,0.94,0.8,0.94,1.25,0.83,0.92,0.95,0.95
c_0,1.11,0.97,0.74,1.17,0.9,1.16,1.0,1.07,1.0,1.16,1.42,1.12,1.02,1.17,1.04,1.08
d_0,0.95,0.72,0.9,1.54,1.07,0.91,0.99,1.18,0.82,1.0,0.99,0.95,0.94,1.07,1.02,1.04
b_0,1.09,0.97,0.89,1.27,0.98,0.86,1.02,1.05,0.74,0.98,1.0,0.97,1.04,1.44,1.05,1.14
f_0,0.92,0.87,0.99,0.97,1.0,1.1,1.19,0.82,0.91,1.02,1.03,1.0,0.99,0.99,0.87,1.41
h_0,1.15,0.91,0.98,1.07,0.92,0.88,1.04,1.17,0.95,1.03,0.96,1.04,1.0,1.02,1.18,0.79
a_0,0.92,0.93,1.12,1.09,1.1,0.87,1.13,1.13,0.88,0.96,0.75,0.99,0.96,1.0,1.04,0.96
g_0,0.97,0.89,1.2,1.01,0.96,1.01,0.86,1.06,0.94,0.99,0.94,1.17,0.83,0.96,1.0,1.2
e_0,1.22,0.91,1.01,1.1,1.03,0.96,1.0,1.0,0.92,0.91,0.88,0.67,1.3,1.14,0.84,1.0
