,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.41,0.41,0.49,0.46,0.41,0.09,0.16,0.1,0.08,0.09,0.12,0.05,0.1,0.1,0.08
e_1,0.28,0.16,0.48,0.51,0.53,0.43,0.15,0.13,0.1,0.09,0.1,0.12,0.07,0.09,0.16,0.07
d_1,0.51,0.48,0.16,0.45,0.48,0.39,0.12,0.09,0.15,0.08,0.09,0.09,0.06,0.08,0.07,0.04
c_1,0.47,0.36,0.6,0.14,0.41,0.44,0.12,0.13,0.05,0.11,0.09,0.09,0.06,0.09,0.07,0.06
b_1,0.54,0.52,0.5,0.22,0.13,0.47,0.15,0.13,0.1,0.12,0.13,0.1,0.07,0.08,0.08,0.07
a_1,0.53,0.49,0.47,0.41,0.22,0.1,0.16,0.15,0.11,0.11,0.14,0.08,0.07,0.19,0.08,0.07
h_1,0.4,0.38,0.36,0.45,0.42,0.35,0.06,0.11,0.1,0.07,0.08,0.08,0.08,0.07,0.08,0.06
g_1,0.43,0.39,0.42,0.44,0.46,0.31,0.09,0.05,0.09,0.07,0.07,0.08,0.05,0.07,0.07,0.08
d_0,0.4,0.24,0.62,0.44,0.43,0.38,0.12,0.13,0.06,0.08,0.09,0.08,0.07,0.09,0.08,0.07
c_0,0.49,0.44,0.23,0.59,0.39,0.39,0.12,0.11,0.14,0.06,0.09,0.07,0.06,0.07,0.07,0.05
b_0,0.45,0.37,0.34,0.53,0.5,0.38,0.1,0.1,0.1,0.05,0.05,0.07,0.06,0.07,0.07,0.06
f_0,0.68,0.37,0.38,0.4,0.38,0.37,0.11,0.07,0.09,0.08,0.08,0.04,0.06,0.06,0.07,0.04
h_0,0.41,0.4,0.35,0.42,0.36,0.36,0.15,0.14,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.05
a_0,0.41,0.38,0.37,0.49,0.47,0.52,0.12,0.1,0.1,0.06,0.05,0.07,0.05,0.04,0.07,0.05
e_0,0.55,0.49,0.34,0.41,0.37,0.41,0.1,0.1,0.08,0.07,0.08,0.04,0.07,0.07,0.04,0.05
g_0,0.45,0.41,0.36,0.46,0.39,0.31,0.09,0.12,0.09,0.07,0.08,0.08,0.04,0.09,0.06,0.08
