,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.17,0.1,0.09,0.07,0.06,0.07,0.04,0.08,0.06,0.07,,0.05,0.03,0.04,0.05
e_1,0.09,0.93,0.1,0.11,0.1,0.06,0.07,0.06,0.12,0.05,0.06,0.06,0.05,0.04,,0.03
d_1,0.11,0.1,0.93,0.08,0.1,0.06,0.07,0.07,,0.11,0.05,0.06,0.06,0.06,0.05,0.04
c_1,0.11,0.11,0.13,0.93,0.14,0.05,0.09,0.05,0.06,,0.07,0.06,0.06,0.05,0.04,0.05
b_1,0.13,0.11,0.11,0.1,0.93,0.12,0.08,0.08,0.07,0.07,,0.06,0.05,0.05,0.04,0.04
a_1,0.14,0.11,0.13,0.16,0.08,0.93,0.08,0.06,0.08,0.09,0.07,0.07,,,,
h_1,0.36,0.32,0.28,0.24,0.22,0.22,0.71,0.19,0.22,0.18,0.14,0.13,,0.12,0.12,0.18
g_1,0.34,0.24,0.38,0.28,0.28,0.21,0.2,0.71,0.16,0.12,0.18,0.26,0.22,0.11,0.1,
d_0,0.39,0.28,,0.51,0.32,0.26,0.19,0.24,0.56,0.2,0.26,0.18,0.26,0.16,0.14,0.18
c_0,0.42,0.47,0.31,,0.24,0.19,0.22,0.2,0.21,0.59,0.35,0.18,0.18,0.15,0.1,0.17
b_0,0.37,0.33,0.37,0.29,,0.25,0.31,0.2,0.21,0.21,0.58,0.15,0.23,0.32,0.14,0.18
f_0,,0.37,0.33,0.33,0.39,0.27,0.32,0.17,0.24,0.29,0.25,0.59,0.21,,0.13,0.17
h_0,0.73,0.53,0.47,0.49,0.34,,,0.3,0.3,0.34,0.26,0.22,,0.2,0.31,0.23
a_0,0.48,0.45,0.37,0.44,0.39,,0.31,0.19,0.25,0.3,0.18,,0.26,0.56,0.17,
e_0,0.51,,0.34,0.37,0.38,,0.3,0.31,0.3,0.32,0.28,0.26,0.19,0.21,0.57,
g_0,0.41,0.67,0.88,0.44,0.56,,0.29,,0.24,0.33,0.22,0.37,0.27,,,
