,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.02,0.86,1.01,0.92,0.78,0.35,0.34,0.44,0.32,0.31,0.39,0.23,0.28,0.32,0.28
e_1,0.71,0.65,0.93,1.07,1.08,0.97,0.44,0.37,0.44,0.41,0.34,0.4,0.3,0.37,0.4,0.31
d_1,1.06,1.13,0.63,0.9,0.83,0.82,0.41,0.4,0.3,0.47,0.37,0.36,0.29,0.33,0.35,0.21
c_1,1.0,0.87,1.18,0.63,1.09,0.81,0.48,0.37,0.45,0.23,0.32,0.34,0.28,0.33,0.31,0.27
b_1,1.17,0.97,1.14,0.69,0.62,1.16,0.47,0.46,0.46,0.36,0.42,0.33,0.32,0.31,0.32,0.29
a_1,1.38,1.2,1.23,1.28,0.76,0.57,0.62,0.52,0.54,0.44,0.62,0.43,0.35,0.57,0.41,0.39
h_1,1.74,1.59,1.49,1.6,1.35,1.21,0.54,0.63,0.76,0.67,0.63,0.6,0.52,0.48,0.49,0.47
c_0,1.9,1.81,1.18,2.41,1.6,1.38,0.78,0.53,0.62,0.77,0.69,0.63,0.49,0.61,0.56,0.45
g_1,1.82,1.62,1.84,1.84,1.71,1.37,0.67,0.69,0.51,0.66,0.57,0.66,0.45,0.64,0.61,0.53
d_0,1.77,1.28,1.88,2.19,1.96,1.63,0.79,0.65,0.81,0.55,0.62,0.65,0.53,0.63,0.56,0.54
b_0,1.89,1.86,1.5,2.35,2.08,1.45,0.75,0.48,0.84,0.72,0.53,0.63,0.52,0.72,0.63,0.61
f_0,2.31,1.8,1.63,1.84,1.9,1.64,0.81,0.71,0.6,0.68,0.71,0.53,0.6,0.65,0.71,0.39
h_0,2.2,2.02,1.97,2.08,1.88,1.64,0.99,0.8,0.9,0.73,0.68,0.67,0.66,0.66,0.67,0.66
a_0,2.25,1.96,2.01,2.2,2.4,2.16,1.01,0.65,0.94,0.68,0.49,0.64,0.64,0.52,0.62,0.61
e_0,2.69,2.24,1.92,2.23,1.96,1.95,0.93,0.72,0.86,0.87,0.73,0.49,0.65,0.7,0.5,0.6
g_0,2.44,2.08,2.28,2.28,1.94,1.8,0.79,0.9,1.04,0.82,0.74,0.91,0.51,0.72,0.65,0.64
