,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.44,0.51,0.35,0.33,0.21,0.31,0.59,0.29,0.31,0.34,0.31,0.33,0.27,0.18,0.27
f_1,0.69,0.92,0.39,0.36,0.28,0.21,0.32,0.39,0.27,0.34,0.34,0.22,0.33,0.25,0.15,0.28
c_1,0.38,0.43,0.91,0.35,0.59,0.23,0.32,0.35,0.25,0.2,0.22,0.27,0.34,0.21,0.24,0.3
d_1,0.45,0.45,0.31,0.92,0.3,0.23,0.35,0.27,0.33,0.62,0.44,0.32,0.37,0.3,0.25,0.31
b_1,0.36,0.43,0.39,0.37,0.91,0.5,0.37,0.32,0.26,0.33,0.23,0.28,0.38,0.17,0.24,0.31
a_1,0.42,0.49,0.44,0.38,0.32,0.89,0.38,0.33,0.24,0.31,0.37,0.28,0.39,0.18,0.27,0.29
h_1,0.39,0.57,0.46,0.44,0.36,0.22,0.64,0.32,0.36,0.29,0.33,0.28,0.34,0.26,0.27,0.4
d_0,0.44,0.43,0.71,0.26,0.43,0.25,0.4,0.55,0.27,0.24,0.3,0.29,0.38,0.23,0.27,0.32
g_1,0.43,0.38,0.4,0.65,0.35,0.2,0.39,0.3,0.63,0.41,0.36,0.48,0.32,0.28,0.29,0.29
c_0,0.53,0.47,0.39,0.46,0.26,0.23,0.39,0.4,0.32,0.54,0.59,0.32,0.39,0.35,0.26,0.33
b_0,0.45,0.45,0.5,0.47,0.29,0.17,0.35,0.39,0.31,0.38,0.55,0.33,0.39,0.48,0.31,0.36
f_0,0.41,0.42,0.47,0.46,0.38,0.25,0.44,0.39,0.36,0.39,0.39,0.53,0.42,0.29,0.5,0.34
h_0,0.44,0.58,0.41,0.51,0.28,0.21,0.31,0.32,0.37,0.37,0.37,0.35,0.32,0.25,0.27,0.43
a_0,0.49,0.44,0.44,0.49,0.39,0.16,0.35,0.41,0.32,0.38,0.35,0.32,0.37,0.48,0.27,0.32
e_0,0.38,0.52,0.49,0.41,0.37,0.26,0.45,0.33,0.35,0.35,0.36,0.34,0.47,0.27,0.49,0.37
g_0,0.4,0.48,0.42,0.6,0.34,0.25,0.34,0.31,0.27,0.39,0.36,0.44,0.47,0.24,0.33,0.3
