,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,0.99,1.08,0.92,0.67,0.55,0.49,0.64,0.43,0.45,0.41,0.36,0.36,0.35,0.34
f_1,1.36,1.0,0.81,0.89,0.79,0.63,0.42,0.43,0.43,0.33,0.4,0.36,0.3,0.3,0.21,0.31
d_1,1.01,1.23,1.0,0.93,0.98,0.83,0.51,0.37,0.47,0.61,0.37,0.43,0.37,0.31,0.37,0.26
c_1,0.93,1.14,1.08,1.0,1.31,0.7,0.61,0.47,0.33,0.37,0.4,0.36,0.37,0.34,0.31,0.32
b_1,1.09,1.27,1.03,0.76,1.0,1.2,0.59,0.59,0.47,0.53,0.47,0.45,0.41,0.34,0.39,0.33
a_1,1.46,1.62,1.21,1.43,0.84,1.0,0.66,0.59,0.62,0.54,0.58,0.64,0.65,0.63,0.38,0.49
h_1,1.9,2.38,2.01,1.61,1.71,1.45,1.0,1.14,0.85,0.77,0.78,0.74,0.64,0.63,0.65,0.65
g_1,2.02,2.19,2.79,2.11,1.76,1.7,0.9,1.0,0.88,0.85,1.09,0.97,0.71,0.77,0.74,0.64
d_0,1.54,2.28,2.15,3.23,2.13,1.72,1.22,1.19,1.0,0.74,0.95,0.93,0.79,0.69,0.77,0.79
c_0,2.35,2.92,1.63,2.32,1.9,1.84,1.26,1.19,1.35,1.0,0.99,1.64,0.89,0.84,0.92,0.83
f_0,2.22,2.51,2.57,2.52,2.0,1.7,1.25,0.93,1.08,1.02,1.0,1.02,0.9,0.79,1.36,0.64
b_0,2.53,2.74,2.15,2.85,2.05,1.58,1.3,1.1,1.08,0.62,1.11,1.0,0.92,1.32,0.95,0.92
h_0,2.79,3.38,2.78,2.74,2.38,1.6,1.57,1.42,1.2,1.12,1.02,1.1,1.0,0.81,0.93,0.98
a_0,2.93,3.24,3.17,2.98,2.87,1.51,1.65,1.26,1.37,1.21,1.4,0.82,1.27,1.0,1.09,1.07
e_0,3.08,4.32,2.86,3.37,2.71,2.53,1.57,1.39,1.27,1.12,0.77,1.12,0.99,0.91,1.0,0.92
g_0,2.94,3.13,3.85,3.14,2.93,2.32,1.56,1.54,1.37,1.17,1.54,1.12,0.97,0.91,1.08,1.0
