,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.01,1.0,0.86,0.75,0.69,0.66,0.91,0.67,0.59,0.67,0.64,0.76,0.5,0.62
f_1,1.24,1.0,0.98,0.96,0.91,0.81,0.57,0.77,0.63,0.55,0.61,0.45,0.52,0.5,0.5,0.62
d_1,0.99,1.02,1.0,0.98,0.88,0.87,0.64,0.61,0.66,1.0,0.69,0.6,0.59,0.54,0.61,0.43
c_1,1.0,1.04,1.02,1.0,1.31,0.93,0.7,0.72,0.48,0.62,0.55,0.59,0.62,0.58,0.6,0.52
b_1,1.17,1.1,1.14,0.76,1.0,1.33,0.68,0.69,0.69,0.81,0.75,0.69,0.65,0.49,0.5,0.6
a_1,1.34,1.23,1.15,1.08,0.75,1.0,1.09,0.83,0.89,0.86,0.78,0.98,0.74,0.7,0.77,0.6
h_1,1.42,1.8,1.59,1.45,1.42,0.94,1.0,1.14,0.8,0.85,0.97,0.95,0.82,0.59,0.78,0.95
g_1,1.43,1.28,1.63,1.33,1.41,1.24,0.86,1.0,1.01,0.94,1.15,1.2,0.91,0.85,0.92,1.09
d_0,1.04,1.7,1.34,2.16,1.49,1.11,1.26,1.04,1.0,0.74,0.94,0.97,0.98,0.98,0.78,0.93
c_0,1.51,1.91,1.0,1.64,1.25,1.09,1.18,1.13,1.32,1.0,1.4,0.96,1.0,1.13,0.88,0.98
b_0,1.61,1.59,1.42,1.94,1.32,1.32,1.05,0.88,1.09,0.67,1.0,0.93,1.04,1.24,0.9,1.02
f_0,1.52,2.27,1.61,1.69,1.44,0.99,1.04,0.89,1.06,1.03,1.11,1.0,0.99,1.0,1.26,0.66
h_0,1.48,1.92,1.65,1.73,1.55,1.3,1.32,1.08,1.07,0.98,0.95,0.94,1.02,1.04,0.93,1.27
a_0,1.3,1.99,1.73,1.82,2.2,,1.69,1.13,1.01,0.9,0.83,0.97,0.94,1.0,1.2,0.88
e_0,1.86,2.2,1.59,1.7,1.98,1.28,1.31,1.17,1.25,1.13,1.06,0.75,1.07,0.83,1.0,1.16
g_0,1.58,1.58,2.39,1.96,1.63,1.57,1.08,0.91,1.03,1.01,0.98,1.5,0.81,1.12,0.91,1.03
