,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8156.76,284.8,196.73,221.47,551.53,1762.57,198091.55,611051.09,574338.75,925594.76,1071451.08,,5717878.84,3927343.39,6235950.16,15029476.92
e_1,128.52,11587.13,176.81,230.38,341.83,1163.54,182846.44,1346407.94,726124.85,1113992.16,754273.65,2616428.01,4973266.71,3829953.16,,14699884.21
c_1,125.67,150.11,17749.87,258.7,687.18,1742.08,177576.29,655885.82,527116.12,,1329764.74,2940920.81,6498442.07,3127814.44,7284104.4,16006639.69
d_1,110.71,161.52,240.75,22405.17,434.96,1659.22,169130.05,,602453.23,1381366.91,1229265.34,1925714.2,7564761.27,4587726.31,4937969.58,16769829.76
b_1,151.89,167.81,198.17,268.67,40807.73,3088.16,235294.32,592736.08,651253.6,498619.47,,2498042.81,7039784.74,2710697.75,5570043.85,17085795.16
a_1,123.55,128.25,237.66,286.95,452.57,226082.34,205921.45,706113.86,,1009116.07,976090.04,2752381.21,4805399.08,,,
h_1,596.63,517.92,840.91,1182.74,1273.8,5207.67,8868052.16,2611950.73,2780689.37,3468463.14,5900762.17,7466210.92,,16133452.91,34809208.09,49937419.0
d_0,627.57,790.15,1767.87,,1930.34,7118.07,779313.67,20905103.84,2752039.85,4477470.6,6054814.71,12391970.86,45073369.21,19785479.98,42795736.36,64464668.16
g_1,327.69,550.1,906.9,1267.38,1493.23,,757713.32,2112704.45,39485789.09,3300592.62,4895276.9,19171825.52,17886710.44,18487099.05,24580462.5,
c_0,470.68,603.89,,1708.66,1978.77,6735.38,944018.46,4512295.34,2292723.24,29439156.77,12059225.13,8305729.57,32627303.39,22170486.9,41001076.45,71368626.17
b_0,657.14,676.76,1036.01,1397.88,,7287.85,1114310.22,3328918.51,2067318.8,4247184.92,41844792.73,10572943.92,33226860.65,,41899490.57,80192697.14
f_0,,775.18,1017.15,1390.88,2540.04,8645.83,1064900.67,2764449.72,2943040.18,2519292.92,5337845.06,98463002.86,35722744.79,31304911.12,122805156.51,38758881.23
h_0,1159.96,1235.78,1406.71,2020.52,2907.2,14843.37,,4520071.81,6175502.56,5354989.92,10996972.74,14356153.71,,35830028.6,53545376.3,145182987.25
a_0,642.88,717.51,1098.4,819.26,2071.58,,692140.66,4032051.05,3274431.29,5935699.9,,8126983.6,39180850.7,243064240.58,,74716122.7
e_0,318.2,,1614.54,1528.46,2924.21,,899295.43,3223893.47,2891916.95,5141486.53,5809981.22,14505781.22,35195318.15,,465448839.67,
g_0,825.75,938.37,1855.48,2568.71,3035.36,,1815098.4,4276005.56,,6353479.95,7915462.35,25685761.56,31314130.19,22105660.92,,
