,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,52.01,77.02,109.11,78.27,94.05,23.09,35.5,16.67,17.55,17.21,15.05,12.09,16.46,,9.94
f_1,108.65,1.15,78.86,87.29,78.27,89.77,14.69,30.87,18.42,18.03,17.73,,7.98,14.11,24.19,14.0
d_1,105.54,101.06,1.15,109.11,93.42,94.05,26.93,15.43,,18.53,18.87,15.05,12.09,20.79,20.37,8.56
c_1,90.1,82.26,127.38,1.15,96.53,94.05,27.86,41.76,10.94,,21.67,16.34,14.78,26.33,27.64,16.21
b_1,131.93,121.97,92.0,50.92,1.15,164.58,33.67,26.3,21.88,35.11,,21.19,15.35,,27.64,9.33
a_1,142.08,141.48,157.71,145.48,96.53,1.15,53.87,50.71,24.14,44.47,34.41,38.13,28.5,,,
h_1,123.13,98.25,127.38,92.58,87.76,89.77,2.0,25.36,21.88,16.67,22.5,16.82,,15.8,16.83,19.25
g_1,119.16,121.97,132.48,132.83,125.91,123.44,18.36,2.0,29.17,21.52,36.56,38.13,13.76,23.24,12.09,
d_0,45.6,107.18,,89.85,93.42,73.15,31.08,25.36,2.88,20.21,15.81,15.89,13.3,32.92,15.48,12.83
c_0,92.35,90.69,59.14,,107.26,89.77,27.86,23.67,22.58,2.95,16.71,19.72,11.74,14.63,21.5,12.83
b_0,115.44,131.0,94.63,117.5,,123.44,40.4,30.87,20.59,9.39,2.88,17.88,17.35,24.69,32.25,20.53
f_0,127.38,,103.5,117.5,125.91,109.72,33.67,14.2,20.59,27.79,18.28,3.14,14.25,26.33,16.83,9.62
h_0,92.35,84.21,87.16,117.5,90.5,94.05,,32.27,18.42,23.82,20.17,30.11,,24.69,14.33,14.67
a_0,175.9,153.78,184.0,160.79,,,40.4,59.17,36.84,23.82,18.87,38.13,19.95,2.84,,
e_0,,186.16,194.82,145.48,144.8,,40.4,47.33,30.43,33.35,34.41,14.3,26.6,,3.22,14.67
g_0,153.92,141.48,144.0,109.11,137.9,,24.48,,41.18,33.35,34.41,33.65,10.78,,22.76,
