,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,97.55,55.61,69.51,63.26,111.97,352.2,7660.48,12086.81,25715.83,14326.96,30220.66,42934.68,75979.39,105788.41,98395.93,162070.46
f_1,44.15,103.68,103.07,68.14,122.88,246.01,6380.68,13168.16,17154.51,22521.61,26117.53,25606.69,70253.41,81622.67,80837.51,139903.85
e_1,37.84,37.84,136.37,88.15,109.76,270.81,6307.39,12256.63,15727.72,33723.12,26911.52,36337.49,64722.52,86431.9,71376.34,136539.03
c_1,40.42,44.1,48.57,150.22,164.7,293.14,6332.92,12935.93,7345.32,14865.35,14479.35,33691.81,47872.94,76721.65,90959.11,110910.4
b_1,35.8,36.57,44.44,49.55,224.55,374.71,5445.09,11004.2,13326.33,16837.91,9074.94,24668.32,37424.0,61915.17,69539.07,101841.77
a_1,21.44,26.57,33.03,46.88,66.94,493.19,4871.46,6971.6,8501.51,11711.61,15616.61,22023.98,13611.23,53947.81,76338.84,98387.98
h_1,12.87,16.58,15.85,17.56,27.27,56.74,3104.84,4270.14,4516.11,5148.43,7491.91,9066.07,15231.57,19976.75,30261.44,45567.92
g_1,13.01,9.21,12.68,14.17,21.31,61.96,1426.22,5276.86,3044.43,4007.45,6061.08,10697.89,13793.17,19972.06,28091.43,24001.95
c_0,9.2,10.22,15.97,14.29,19.9,59.34,1464.95,2949.62,5157.34,4797.79,8836.49,7370.3,15616.23,18077.34,23112.94,33039.0
d_0,6.97,9.04,10.77,25.28,23.34,54.07,1298.34,2741.98,2212.0,5708.62,4477.9,6380.59,13150.54,18313.13,18714.53,23990.83
b_0,8.51,9.76,10.59,18.38,15.48,39.03,1290.78,2573.34,2535.8,4068.29,6863.12,6558.16,17800.22,15856.34,19779.9,26218.72
f_0,7.8,5.04,9.81,12.55,20.57,47.73,1300.41,2210.4,3143.2,3332.82,4196.51,9500.82,10480.74,15011.71,37354.99,24547.41
a_0,5.59,6.25,8.73,13.18,16.24,33.09,995.0,1881.26,2170.79,2827.23,3205.67,4739.05,14331.41,13966.77,14699.06,18555.76
h_0,5.75,7.87,8.28,10.31,13.27,36.01,623.06,2093.62,2152.78,2569.79,3267.73,4675.98,8268.82,8970.1,10784.8,20287.68
e_0,5.31,5.55,5.84,10.02,16.68,35.67,783.59,1349.81,1933.71,2446.09,2912.24,3122.66,6679.24,13221.84,21411.77,14417.73
g_0,6.95,5.03,6.69,7.82,12.39,26.19,737.36,1197.69,1912.67,2190.75,2813.21,5159.7,7007.16,10138.07,14146.84,13212.92
