,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.5,0.14,0.11,0.2,0.18,0.11,0.22,0.19,0.34,0.17,0.19,0.15,0.24,0.17,,0.19
f_1,0.29,1.5,0.18,0.19,0.13,0.15,0.17,0.15,0.18,0.23,,0.19,0.19,0.16,0.19,0.14
d_1,0.18,0.16,1.53,0.14,0.16,0.13,0.22,0.18,,0.34,0.17,0.22,0.28,0.17,0.14,0.13
c_1,0.16,0.14,0.2,1.55,0.25,0.14,0.24,0.14,0.2,,0.16,0.18,0.26,0.2,0.15,0.21
b_1,0.15,0.18,0.19,0.13,1.56,0.23,0.17,0.17,0.21,0.23,0.22,,0.25,0.15,0.17,0.19
a_1,0.2,0.15,0.21,0.16,0.14,1.71,0.22,0.19,0.19,0.24,0.22,0.23,0.21,,,0.16
h_1,0.38,0.51,0.36,0.37,0.45,0.32,1.63,0.46,0.48,0.35,0.32,0.48,,0.31,0.37,0.78
g_1,0.38,0.4,0.52,0.48,0.42,0.31,0.44,1.71,0.39,0.5,0.64,0.52,0.27,0.36,0.31,
d_0,0.36,0.6,,0.63,0.47,0.43,0.57,0.66,1.43,0.48,0.46,0.46,0.6,0.44,0.42,0.54
c_0,0.69,0.5,0.37,,0.34,0.38,0.68,0.47,0.58,1.41,0.62,0.87,0.54,0.49,0.38,0.44
f_0,0.44,,0.44,0.6,0.54,0.37,0.73,0.53,0.59,0.42,1.49,0.43,0.57,0.44,0.69,0.58
b_0,0.55,0.51,0.43,0.54,,0.28,0.5,0.41,0.61,0.53,0.51,1.5,0.72,0.68,,0.54
h_0,0.57,0.87,0.48,0.43,0.53,0.59,,0.97,0.83,0.66,0.74,0.67,,0.48,0.49,0.89
a_0,0.4,0.52,0.44,0.38,0.57,,0.63,0.66,0.52,0.58,0.53,0.5,0.75,1.7,,0.66
e_0,,0.46,0.76,0.44,0.44,,0.67,0.56,0.57,0.8,0.49,,0.75,,1.64,0.57
g_0,0.53,0.64,1.01,0.57,0.63,0.54,0.5,,0.7,0.8,0.99,0.66,0.73,0.48,0.64,
