,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.18,9.5,15.95,13.28,12.29,14.07,3.06,3.74,2.49,2.19,3.04,2.53,1.63,2.5,,1.69
f_1,14.37,0.18,14.89,11.06,14.27,16.26,2.25,5.65,2.29,2.81,,2.01,1.08,2.58,1.94,2.8
d_1,15.03,13.36,0.16,14.74,16.89,11.95,3.0,2.4,,2.09,2.08,2.87,1.6,3.34,2.2,1.18
c_1,15.85,12.8,16.92,0.15,17.28,9.87,3.13,4.28,1.21,,2.55,3.29,1.45,1.99,3.52,1.84
b_1,12.66,13.79,13.88,5.95,0.13,12.84,3.77,4.45,2.15,3.96,2.85,,1.85,3.03,2.21,2.08
a_1,9.85,16.26,18.32,18.33,5.74,0.09,5.82,,2.05,2.8,2.96,,1.79,,,1.66
h_1,3.4,3.11,2.85,3.43,3.62,4.27,0.07,0.9,0.6,0.63,0.71,0.72,,0.54,0.62,0.48
g_1,3.5,3.46,3.05,2.85,3.2,,0.59,0.06,1.3,0.8,0.58,0.73,0.35,0.92,0.78,
d_0,1.36,2.46,,2.6,2.51,1.72,0.79,0.89,0.08,0.5,0.4,0.65,0.42,0.54,0.49,0.46
c_0,3.32,2.08,1.18,,2.97,2.01,0.95,0.68,0.54,0.08,0.91,0.53,0.33,0.47,0.42,0.46
f_0,2.36,,3.44,2.24,2.51,2.22,0.74,0.44,0.77,0.5,0.06,0.78,0.55,0.39,0.53,0.23
b_0,2.53,2.5,2.1,3.02,,,0.86,0.76,0.75,0.28,0.66,0.07,0.46,0.56,0.38,0.28
h_0,2.18,1.62,1.48,1.77,1.46,1.79,,0.57,0.28,0.43,0.47,0.25,,0.25,0.39,0.15
a_0,2.61,3.55,2.23,3.56,2.65,,0.52,0.42,0.61,0.82,0.62,0.28,0.41,0.05,,
e_0,,2.68,2.64,3.29,2.47,,0.72,0.49,0.54,0.54,0.23,0.56,0.47,,0.04,
g_0,1.59,1.48,1.82,2.01,1.63,1.9,0.52,,0.38,0.23,0.35,0.33,0.16,,,
