,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,0.91,0.78,0.86,0.92,0.78,0.37,0.53,0.36,0.35,0.43,0.57,0.27,0.33,0.36,0.36
e_1,0.57,0.42,0.94,1.04,0.98,0.94,0.5,0.65,0.52,0.39,0.36,0.52,0.37,0.43,0.61,0.37
d_1,0.99,0.94,0.39,0.89,0.85,0.74,0.47,0.31,0.65,0.43,0.37,0.36,0.33,0.42,0.41,0.26
c_1,1.0,0.76,0.98,0.39,0.92,0.77,0.5,0.46,0.25,0.52,0.37,0.32,0.37,0.43,0.36,0.3
b_1,0.9,0.9,0.96,0.57,0.37,1.24,0.5,0.41,0.41,0.47,0.76,0.43,0.35,0.34,0.38,0.39
a_1,1.01,0.83,0.99,0.98,0.49,0.3,0.59,0.65,0.4,0.42,0.47,0.44,0.34,0.56,0.41,0.39
h_1,0.91,0.72,0.74,0.77,0.79,0.71,0.25,0.44,0.35,0.37,0.4,0.33,0.39,0.3,0.32,0.33
g_1,0.88,0.81,0.84,0.72,0.8,0.75,0.33,0.23,0.35,0.31,0.36,0.37,0.22,0.39,0.34,0.34
d_0,0.83,0.48,1.08,0.95,0.77,0.78,0.43,0.5,0.26,0.35,0.36,0.37,0.34,0.32,0.41,0.34
c_0,0.81,0.77,0.49,1.46,0.83,0.8,0.4,0.47,0.48,0.25,0.43,0.4,0.34,0.4,0.32,0.34
b_0,0.74,0.9,0.62,0.99,1.18,0.71,0.4,0.41,0.44,0.21,0.24,0.33,0.29,0.41,0.34,0.25
f_0,1.23,0.73,0.76,0.91,0.67,0.69,0.4,0.31,0.33,0.36,0.37,0.22,0.28,0.37,0.42,0.22
h_0,0.8,0.8,0.74,0.78,0.67,0.74,0.57,0.51,0.35,0.3,0.4,0.35,0.39,0.3,0.3,0.29
a_0,0.98,0.77,0.69,0.8,0.91,0.98,0.55,0.41,0.38,0.3,0.21,0.31,0.34,0.21,0.32,0.3
e_0,0.97,1.06,0.64,0.72,0.92,0.78,0.42,0.38,0.34,0.37,0.39,0.19,0.28,0.29,0.2,0.25
g_0,0.87,0.75,0.74,0.93,0.78,0.68,0.34,0.55,0.35,0.31,0.37,0.33,0.24,0.31,0.37,0.38
