,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.69,0.36,0.36,0.36,0.23,0.24,0.21,0.23,0.24,0.26,0.12,0.23,0.14,0.13,0.17
e_1,0.43,0.94,0.38,0.47,0.36,0.28,0.3,0.23,0.43,0.26,0.23,0.24,0.23,0.2,0.12,0.2
d_1,0.52,0.43,0.94,0.37,0.35,0.24,0.3,0.22,0.19,0.42,0.3,0.23,0.26,0.21,0.21,0.2
c_1,0.47,0.39,0.42,0.94,0.59,0.25,0.29,0.27,0.23,0.12,0.2,0.2,0.25,0.19,0.17,0.17
b_1,0.45,0.44,0.45,0.41,0.94,0.51,0.29,0.22,0.29,0.27,0.19,0.26,0.28,0.16,0.17,0.2
a_1,0.61,0.49,0.58,0.54,0.3,0.93,0.37,0.3,0.33,0.29,0.3,0.29,0.29,0.17,0.22,0.24
h_1,0.93,0.65,0.71,0.61,0.56,0.34,0.75,0.46,0.4,0.44,0.4,0.35,0.27,0.24,0.28,0.38
g_1,0.64,0.58,1.06,0.67,0.68,0.35,0.45,0.73,0.36,0.4,0.43,0.51,0.33,0.34,0.32,0.24
d_0,0.81,0.58,0.48,1.14,0.64,0.46,0.51,0.4,0.64,0.33,0.37,0.39,0.4,0.31,0.3,0.33
c_0,0.86,0.78,0.7,0.6,0.53,0.42,0.47,0.48,0.48,0.65,0.74,0.38,0.48,0.41,0.29,0.39
b_0,0.77,0.89,0.74,0.74,0.44,0.38,0.46,0.43,0.52,0.39,0.67,0.36,0.42,0.61,0.28,0.35
f_0,0.57,0.65,0.85,0.9,0.69,0.52,0.55,0.43,0.47,0.42,0.45,0.65,0.45,0.39,0.6,0.38
h_0,1.07,0.8,0.83,0.72,0.63,0.48,0.42,0.62,0.45,0.42,0.5,0.43,0.35,0.3,0.33,0.45
a_0,1.0,0.82,0.81,0.8,0.85,0.41,0.67,0.45,0.58,0.46,0.44,0.41,0.54,0.61,0.37,0.41
e_0,1.03,0.58,0.78,0.82,0.9,0.56,0.65,0.54,0.45,0.54,0.51,0.38,0.54,0.36,0.62,0.35
g_0,0.88,0.85,1.09,0.92,0.65,0.5,0.52,0.45,0.48,0.47,0.6,0.61,0.5,0.38,0.42,0.3
