,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.84,1.18,0.99,0.69,0.48,0.51,0.61,0.42,0.39,0.43,0.34,0.32,0.35,0.31
f_1,1.33,1.0,0.98,0.92,0.78,0.66,0.4,0.45,0.42,0.38,0.39,0.38,0.29,0.3,0.28,0.3
d_1,1.18,1.03,1.0,0.9,0.95,0.75,0.46,0.36,0.45,0.58,0.49,0.37,0.36,0.35,0.34,0.24
c_1,0.85,1.09,1.12,1.0,1.3,0.8,0.58,0.48,0.35,0.38,0.39,0.43,0.37,0.39,0.38,0.33
b_1,1.02,1.28,1.06,0.78,1.0,1.25,0.59,0.49,0.46,0.53,0.42,0.46,0.37,0.31,0.41,0.31
a_1,1.44,1.5,1.3,1.25,0.81,1.0,0.73,0.7,0.59,0.6,0.6,0.57,0.53,0.58,0.43,0.5
h_1,2.02,2.47,2.2,1.74,1.76,1.3,1.0,1.17,0.93,0.83,0.76,0.74,0.64,0.63,0.62,0.75
g_1,2.08,2.19,2.81,2.03,1.95,1.38,0.87,1.0,1.0,0.92,0.82,1.08,0.61,0.7,0.66,0.64
d_0,1.68,2.23,2.18,2.86,2.16,1.64,1.09,1.0,1.0,0.84,0.89,0.89,0.8,0.87,0.74,0.64
c_0,2.35,2.63,1.71,2.52,1.82,1.6,1.21,1.09,1.24,1.0,1.27,0.96,0.8,0.9,0.73,0.66
b_0,2.63,2.52,2.06,2.62,2.33,1.57,1.28,1.23,1.13,0.82,1.0,1.02,0.97,1.05,0.73,0.76
f_0,2.3,2.69,2.6,2.32,2.23,1.8,1.3,0.94,1.13,1.03,0.91,1.0,0.9,0.81,1.16,0.62
h_0,2.95,3.52,2.87,2.75,2.68,1.97,1.52,1.57,1.21,1.25,1.09,1.16,1.0,0.99,0.83,1.02
a_0,3.19,3.2,2.86,2.68,3.21,1.81,1.59,1.53,1.2,1.13,0.91,1.2,1.08,1.0,0.98,0.94
e_0,2.83,3.69,3.17,2.62,2.33,2.22,1.62,1.36,1.39,1.34,1.39,0.88,1.21,1.01,1.0,0.88
g_0,3.21,3.41,4.33,3.13,2.97,2.05,1.29,1.64,1.51,1.42,1.32,1.65,0.94,1.06,1.12,1.0
