,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.43,0.41,0.5,0.39,0.32,0.32,0.24,0.48,0.25,0.27,0.27,0.29,0.21,0.14,0.21
f_1,0.71,0.95,0.41,0.43,0.38,0.23,0.24,0.25,0.26,0.26,0.26,0.16,0.23,0.19,0.16,0.21
d_1,0.49,0.57,0.95,0.34,0.38,0.31,0.35,0.26,0.22,0.43,0.29,0.23,0.27,0.2,0.18,0.2
c_1,0.44,0.46,0.5,0.95,0.68,0.3,0.26,0.25,0.26,0.18,0.19,0.22,0.26,0.17,0.19,0.22
b_1,0.49,0.51,0.47,0.41,0.94,0.53,0.33,0.31,0.29,0.31,0.14,0.23,0.28,0.18,0.2,0.2
a_1,0.51,0.63,0.55,0.51,0.39,0.93,0.4,0.33,0.34,0.36,0.34,0.35,0.29,0.18,0.23,0.25
h_1,0.7,1.04,0.71,0.75,0.58,0.44,0.75,0.55,0.4,0.43,0.4,0.34,0.32,0.25,0.29,0.43
g_1,0.75,0.71,1.05,0.73,0.62,0.53,0.39,0.76,0.39,0.48,0.46,0.53,0.36,0.28,0.28,0.26
d_0,0.63,0.84,0.62,1.2,0.71,0.48,0.5,0.4,0.68,0.39,0.43,0.42,0.44,0.31,0.35,0.36
c_0,0.94,0.89,0.71,0.74,0.48,0.47,0.61,0.48,0.56,0.67,0.79,0.5,0.44,0.37,0.34,0.38
b_0,0.84,0.96,0.77,0.94,0.59,0.39,0.53,0.47,0.54,0.4,0.68,0.42,0.55,0.63,0.34,0.41
f_0,0.78,0.61,0.88,0.94,0.76,0.51,0.61,0.46,0.5,0.48,0.53,0.66,0.49,0.32,0.6,0.38
h_0,0.86,1.23,0.87,0.78,0.69,0.62,0.45,0.63,0.52,0.51,0.41,0.45,0.41,0.33,0.31,0.47
a_0,0.91,1.03,0.97,1.09,0.73,0.36,0.69,0.53,0.57,0.58,0.39,0.37,0.54,0.64,0.34,0.41
e_0,0.66,0.95,1.11,0.91,0.92,0.53,0.78,0.73,0.53,0.57,0.5,0.41,0.56,0.43,0.63,0.47
g_0,0.92,0.97,1.41,0.71,0.85,0.56,0.55,0.48,0.48,0.56,0.48,0.6,0.49,0.37,0.36,0.36
