,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.27,1.74,1.72,3.16,20.73,27.41,30.26,42.82,37.75,47.85,65.4,72.08,100.71,130.85
f_1,1.18,1.0,1.11,1.39,1.52,3.05,17.33,25.41,25.55,29.42,36.21,35.37,50.53,61.51,68.72,108.02
d_1,0.78,0.9,1.0,1.06,1.24,2.7,16.5,17.35,29.15,24.59,29.41,31.96,51.8,62.52,72.79,80.4
c_1,0.59,0.71,0.97,1.0,1.54,2.23,14.09,17.87,18.74,17.02,23.18,26.48,43.65,45.55,65.19,71.54
b_1,0.58,0.67,0.79,0.65,1.0,2.85,13.19,15.39,19.25,18.47,22.22,25.27,41.22,41.07,59.12,67.47
a_1,0.31,0.31,0.38,0.45,0.37,1.0,7.22,7.32,10.37,10.48,14.78,13.42,24.24,24.22,31.23,32.92
h_1,0.05,0.06,0.06,0.07,0.08,0.13,1.0,1.38,1.36,1.4,1.67,2.07,2.93,3.3,4.05,5.89
g_1,0.04,0.04,0.06,0.06,0.06,0.13,0.76,1.0,1.24,1.23,1.47,2.0,2.22,2.78,4.03,3.93
c_0,0.03,0.04,0.03,0.05,0.05,0.09,0.74,0.8,1.0,1.25,1.62,1.42,2.24,2.79,3.48,3.84
d_0,0.02,0.03,0.04,0.06,0.06,0.1,0.7,0.77,0.8,1.0,1.15,1.29,1.96,1.96,3.21,3.68
b_0,0.03,0.03,0.03,0.04,0.04,0.07,0.6,0.67,0.62,0.84,1.0,1.02,1.81,2.56,2.31,2.93
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.51,0.49,0.72,0.79,0.97,1.0,1.6,1.75,3.64,2.38
h_0,0.02,0.02,0.02,0.02,0.02,0.04,0.34,0.45,0.43,0.51,0.56,0.62,1.0,1.18,1.52,1.98
a_0,0.01,0.02,0.02,0.02,0.02,0.04,0.32,0.36,0.37,0.5,0.4,0.58,0.82,1.0,1.45,1.49
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.26,0.25,0.31,0.32,0.44,0.32,0.69,0.69,1.0,1.19
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.17,0.25,0.25,0.27,0.34,0.43,0.5,0.65,0.88,1.0
