,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,2.16,1.43,1.31,1.39,1.17,2.72,3.29,2.64,3.25,3.18,2.67,3.37,3.32,2.95,4.34
e_1,1.41,2.46,1.8,1.35,1.44,1.54,2.94,5.07,3.0,3.16,3.28,3.87,4.03,3.03,3.41,4.0
c_1,1.47,1.36,2.56,1.51,2.38,1.39,2.71,2.63,2.65,2.19,2.7,2.97,4.0,3.17,2.58,3.94
d_1,1.57,1.53,1.3,2.63,1.36,1.55,2.79,2.67,2.92,4.8,3.81,3.02,4.27,3.47,3.01,3.61
b_1,1.53,1.35,1.29,1.66,2.77,2.51,3.1,2.85,2.73,3.08,2.46,3.28,4.19,2.63,3.11,4.19
a_1,1.63,1.34,1.63,1.62,1.2,3.29,3.4,3.31,3.3,3.25,3.51,3.81,4.24,2.54,3.98,4.03
h_1,1.91,1.49,1.56,1.61,1.45,1.33,4.11,3.24,3.55,3.12,3.54,3.05,3.48,3.48,3.84,4.97
d_0,1.51,1.23,2.52,1.29,1.61,1.5,2.77,4.18,3.32,2.72,3.64,3.39,4.8,3.59,4.19,4.18
g_1,1.57,1.43,1.63,2.03,1.56,1.35,2.76,2.79,4.75,3.12,3.34,4.52,4.05,3.61,3.86,3.67
c_0,1.62,1.54,1.47,1.48,1.36,1.4,3.19,3.71,3.32,4.42,5.99,3.65,5.04,4.69,4.19,4.68
b_0,1.63,1.57,1.85,1.47,1.38,1.21,3.15,3.6,2.99,2.71,4.57,3.66,4.77,6.63,4.11,4.32
f_0,1.41,1.34,1.7,1.7,1.72,1.45,3.29,3.64,2.86,3.09,3.33,4.9,5.32,4.29,7.15,3.48
h_0,2.08,1.63,1.4,1.62,1.43,1.39,2.65,3.0,3.75,2.83,3.45,3.14,3.54,3.1,3.74,5.01
a_0,1.64,1.73,1.72,1.64,1.63,1.26,2.83,3.44,3.03,3.33,2.42,3.17,4.74,5.17,3.82,4.68
e_0,1.56,1.2,1.86,1.86,1.65,1.45,3.03,2.77,3.49,3.42,3.68,2.63,4.62,3.59,5.34,3.89
g_0,1.43,1.42,1.63,2.21,1.64,1.49,2.7,3.21,2.67,3.17,3.23,4.83,3.89,3.17,4.49,3.71
