,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.09,0.11,0.06,0.07,0.04,0.08,0.15,0.05,0.07,0.07,0.07,0.08,0.05,0.01,0.05
f_1,0.18,0.88,0.07,0.08,0.05,0.06,0.06,0.07,0.05,0.07,0.08,0.01,0.08,0.04,0.03,0.06
c_1,0.08,0.09,0.88,0.07,0.13,0.04,0.09,0.07,0.06,0.02,0.05,0.07,0.08,0.04,0.04,0.04
d_1,0.08,0.09,0.08,0.88,0.07,0.03,0.06,0.02,0.07,0.17,0.09,0.07,0.08,0.05,0.05,0.06
b_1,0.07,0.07,0.09,0.08,0.88,0.1,0.06,0.08,0.06,0.09,0.02,0.07,0.08,0.03,0.04,0.07
a_1,0.11,0.1,0.06,0.07,0.07,0.87,0.09,0.09,0.05,0.08,0.07,0.05,0.09,,0.05,0.05
h_1,0.15,0.23,0.16,0.12,0.12,0.06,0.52,0.14,0.15,0.1,0.11,0.13,0.04,0.09,0.08,0.11
d_0,0.17,0.14,0.3,0.05,0.12,0.06,0.11,0.39,0.11,0.11,0.13,0.12,0.11,0.08,0.11,0.11
g_1,0.15,0.13,0.13,0.27,0.11,0.06,0.09,0.09,0.53,0.14,0.12,0.18,0.16,0.05,0.11,0.06
c_0,0.15,0.2,0.06,0.18,0.11,0.08,0.14,0.15,0.1,0.37,0.26,0.16,0.14,0.12,0.09,0.12
b_0,0.17,0.18,0.18,0.18,0.02,0.07,0.13,0.15,0.1,0.14,0.38,0.13,0.14,0.19,0.09,0.1
f_0,0.15,0.05,0.17,0.19,0.12,0.08,0.14,0.18,0.13,0.16,0.12,0.39,0.15,0.1,0.18,0.12
h_0,0.17,0.18,0.17,0.17,0.09,0.09,0.04,0.13,0.15,0.13,0.12,0.11,0.05,0.1,0.08,0.14
a_0,0.18,0.23,0.16,0.14,0.09,,0.13,0.14,0.1,0.19,0.13,0.13,0.13,0.37,0.09,0.08
e_0,0.07,0.19,0.19,0.17,0.11,0.11,0.12,0.15,0.14,0.08,0.12,0.11,0.16,0.08,0.38,0.09
g_0,0.14,0.14,0.14,0.25,0.1,0.09,0.11,0.11,,0.11,0.1,0.21,0.12,0.09,0.09,0.05
