,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,99.8,54.27,66.17,103.65,123.82,316.76,10248.91,28995.68,16281.96,19954.61,28262.18,32667.07,97598.92,110046.8,171741.1,104628.3
f_1,71.33,114.06,62.19,78.1,108.61,218.39,8548.71,17326.96,16584.67,19211.93,28084.75,17514.61,87234.45,109329.76,147346.93,95003.78
d_1,47.18,59.36,125.19,68.57,102.75,265.67,9545.39,10471.68,17947.6,31497.28,25374.25,28506.73,81535.64,135897.17,125234.9,114280.53
c_1,34.41,51.92,52.21,154.18,177.27,248.17,8967.09,14128.85,14548.91,11901.52,19817.1,22685.99,74126.61,104683.14,119493.63,105874.85
b_1,34.12,43.36,51.11,56.82,212.22,401.11,7837.94,14013.73,12273.13,16519.88,14486.0,23728.18,56491.54,78036.14,98564.07,119198.89
a_1,28.42,41.87,34.49,52.17,58.42,448.48,5233.94,10550.93,10601.57,10235.74,13045.05,15989.42,53770.95,46881.02,91898.03,68200.39
h_1,11.47,18.2,16.25,18.2,25.85,75.7,3806.7,4377.16,5086.37,4935.52,6707.91,7136.3,17591.53,25154.68,51089.16,33390.93
d_0,8.64,12.2,9.85,29.32,27.72,53.68,2000.88,5070.42,3316.81,3006.95,5076.5,5714.84,19442.96,27933.1,31176.22,27904.25
g_1,8.9,10.97,17.25,16.14,23.66,46.83,1737.22,3408.44,6234.86,4072.39,5625.72,7711.2,16527.08,27046.41,22527.09,27626.63
c_0,9.53,12.6,11.42,14.51,18.0,63.43,2258.94,3419.1,3540.79,5831.21,8941.07,6555.67,20220.99,28713.22,36003.03,30446.87
b_0,9.11,10.28,12.61,16.76,15.73,52.75,1832.59,3739.37,3047.74,3137.93,7173.27,6308.89,16979.97,39666.35,31447.39,25265.37
f_0,7.28,9.3,11.48,16.12,24.15,52.57,1871.35,3375.59,2977.38,3332.59,4779.3,7669.73,15746.19,22217.67,27984.18,40051.61
h_0,6.18,9.34,8.88,11.34,15.71,29.02,979.14,2205.68,2905.79,2428.27,3703.12,4056.99,8878.1,14308.71,22947.33,16191.44
a_0,5.6,7.14,7.2,9.77,14.46,18.18,1173.57,1858.41,2052.82,2058.85,2724.48,3520.71,12495.75,22602.2,16502.93,15263.18
g_0,4.9,5.39,10.02,10.04,13.92,31.92,866.44,1855.26,1538.09,1810.51,2710.42,4348.74,8696.13,12871.39,14277.8,18605.11
e_0,3.54,6.99,7.68,11.6,13.85,37.95,989.85,1734.97,1764.61,1985.42,3000.92,2868.37,10369.01,12432.05,13935.29,23851.25
