,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.76,0.96,1.19,0.98,0.85,0.74,0.9,0.63,0.63,0.65,0.73,0.63,0.52,0.63,0.67
f_1,1.33,1.0,0.95,0.91,0.9,0.66,0.59,0.63,0.68,0.59,0.67,0.52,0.55,0.52,0.63,0.45
d_1,1.04,1.06,1.0,0.94,0.89,0.89,0.72,0.64,0.6,0.88,0.63,0.67,0.57,0.62,0.45,0.53
c_1,0.85,1.1,1.06,1.0,1.34,0.78,0.78,0.51,0.66,0.61,0.62,0.55,0.61,0.56,0.56,0.49
b_1,1.04,1.11,1.12,0.75,1.0,1.38,0.84,0.74,0.68,0.84,0.74,0.74,0.57,0.59,0.55,0.76
a_1,1.16,1.53,1.14,1.29,0.73,1.0,0.72,0.78,0.99,0.7,0.67,0.68,0.76,0.69,0.71,0.6
h_1,1.4,1.71,1.46,1.25,1.15,1.27,1.0,0.93,1.14,0.85,0.91,0.89,0.93,0.76,1.1,0.9
d_0,1.15,1.5,1.62,1.98,1.5,1.25,1.08,1.0,0.99,0.85,0.9,0.94,0.97,0.92,0.95,0.94
g_1,1.53,1.45,1.7,1.5,1.48,1.08,0.9,1.01,1.0,0.92,1.04,1.09,0.8,0.85,0.78,0.86
c_0,1.51,1.64,1.12,1.58,1.23,1.53,1.2,1.09,1.02,1.0,1.42,1.13,1.03,0.97,1.04,1.05
b_0,1.52,1.42,1.61,1.65,1.36,1.37,1.11,1.14,0.97,0.71,1.0,1.04,0.92,1.19,0.98,0.87
f_0,1.38,1.84,1.54,1.7,1.45,1.41,1.08,1.04,0.9,0.88,0.99,1.0,0.94,0.88,0.76,1.21
h_0,1.61,1.79,1.71,1.73,1.7,1.15,1.07,1.03,1.29,0.97,1.08,1.04,1.0,0.83,1.09,0.95
a_0,1.89,1.95,1.6,1.74,1.84,1.11,1.36,1.07,1.27,0.97,0.88,1.16,1.27,1.0,0.97,1.09
g_0,1.6,1.56,2.26,1.78,1.79,1.39,0.89,1.07,1.34,0.92,0.98,1.28,0.89,1.03,1.0,1.26
e_0,1.58,2.02,1.89,2.02,1.52,1.63,1.05,1.02,1.11,0.97,1.05,0.85,1.07,0.96,0.83,1.0
