,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,89.88,54.06,50.75,58.63,66.42,179.24,5063.91,12974.38,12332.49,13667.47,21016.57,13042.55,51552.6,66614.06,92576.19,105902.47
e_1,26.45,105.72,46.93,50.29,66.61,238.54,5695.68,18764.41,11442.45,10112.8,23226.82,30662.38,64470.62,54042.36,57419.91,131432.65
d_1,26.19,31.87,152.38,38.08,59.35,144.38,4318.59,5277.29,18340.49,8118.93,15944.83,30458.6,48628.13,59144.75,74998.55,95341.38
c_1,23.49,28.66,51.02,153.1,83.39,171.91,3968.11,8018.95,3841.6,10561.99,13712.43,25509.77,43584.26,54773.44,86702.83,94386.33
b_1,20.84,27.55,34.37,39.83,176.07,288.99,5589.83,10700.73,9841.54,9331.25,9373.32,27080.72,47112.62,34185.97,64883.06,105169.64
a_1,15.89,18.18,37.09,29.75,24.25,493.62,2978.64,6612.8,6273.69,7365.37,8668.86,18566.66,28560.24,,60413.59,51778.47
h_1,10.98,7.94,15.34,18.25,15.01,68.06,3322.7,2866.17,3787.84,4317.03,4673.2,7892.76,9002.72,20729.71,26196.31,41162.51
d_0,7.25,6.41,7.84,22.33,14.64,49.99,1685.06,4735.62,2959.9,3021.71,4673.1,6984.42,13789.32,14987.92,21594.59,25380.44
c_0,7.84,8.59,9.94,10.5,12.4,56.26,1375.65,2560.41,5131.0,2987.5,7787.56,7953.09,12866.33,17108.11,24776.62,27161.92
g_1,5.46,7.69,20.1,12.37,12.5,38.56,1025.89,2447.64,2572.15,6239.62,4283.49,9948.14,10659.01,10782.98,19696.2,12365.01
b_0,6.79,5.73,13.93,14.2,5.05,45.57,1379.02,2651.55,2423.48,2452.95,6824.16,5235.04,10970.74,20619.29,19116.44,19132.64
f_0,3.76,4.63,10.75,10.21,11.22,35.58,1314.09,2254.67,2852.41,2150.86,3577.6,10445.62,9468.57,11980.31,32319.42,21564.82
h_0,6.22,4.32,8.84,8.14,9.12,38.6,406.73,1735.62,1812.64,2280.18,2962.55,4728.33,4366.35,6991.89,15218.88,20205.01
a_0,4.34,4.9,8.02,9.01,8.98,,909.36,1776.76,2087.31,1925.67,2684.62,3776.01,8770.56,17536.28,11936.11,11765.79
e_0,3.74,2.52,7.56,7.1,8.55,28.6,986.89,1666.64,1710.03,1478.48,2674.1,2559.53,5933.29,7689.23,24557.51,17577.73
g_0,3.45,2.73,9.31,6.54,5.73,32.5,697.57,1187.1,1695.61,,3104.32,5075.39,5967.26,7642.06,11765.24,10334.58
