,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.15,55.48,104.38,70.6,72.78,75.08,23.49,27.71,15.26,17.72,18.52,21.42,15.74,11.68,,12.72
f_1,69.53,1.15,68.25,128.91,107.72,89.38,14.77,21.56,18.74,24.54,21.26,,15.74,7.78,14.79,11.36
d_1,102.36,74.73,1.15,89.85,69.05,117.31,24.76,16.51,17.73,,16.88,17.72,12.88,11.34,19.72,9.94
c_1,111.67,118.13,147.88,1.15,112.21,78.21,28.62,22.17,,10.63,23.92,20.56,21.25,12.41,25.36,16.74
b_1,108.38,91.55,98.58,64.46,1.15,125.13,41.64,36.95,27.33,22.0,,25.7,38.64,13.69,25.36,16.74
a_1,160.22,146.48,177.45,185.31,79.21,1.16,61.07,43.11,38.59,35.44,41.0,32.12,,36.09,,28.91
h_1,94.49,96.37,78.87,102.24,92.86,72.19,2.0,32.33,16.4,19.94,16.4,14.69,14.17,,13.15,10.97
g_1,136.48,130.79,98.58,105.89,112.21,144.38,21.81,2.0,17.73,17.72,18.52,32.12,23.61,11.34,20.88,
c_0,94.49,85.16,55.45,,117.09,81.61,24.11,25.03,2.98,20.58,24.96,24.48,21.25,15.27,23.67,8.15
d_0,46.65,107.71,,74.12,112.21,93.85,25.44,26.76,24.3,2.97,23.92,19.77,26.56,11.03,18.68,24.46
b_0,115.16,101.72,104.38,98.83,,98.79,24.11,43.11,12.62,22.0,3.12,19.04,30.36,18.9,22.19,13.83
f_0,131.61,,107.55,102.24,128.24,170.64,33.93,20.42,23.43,21.27,22.96,3.02,23.61,26.47,,10.26
a_0,184.25,146.48,147.88,247.08,207.15,,33.93,59.69,43.73,30.38,13.67,34.27,2.97,14.7,,16.74
h_0,131.61,107.71,122.38,95.65,84.16,98.79,,24.25,23.43,16.36,17.94,16.58,19.32,,15.43,18.71
e_0,,228.87,197.17,174.41,224.42,,45.8,43.11,36.44,35.44,30.21,,,33.08,2.91,24.46
g_0,184.25,146.48,136.5,141.19,117.09,134.07,39.83,,18.74,35.44,19.79,22.35,28.33,12.03,27.31,
