,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.35,0.98,0.97,0.82,0.76,0.61,0.56,0.56,0.63,0.64,0.49,0.45,0.56,0.48,0.68
e_1,0.74,1.0,1.03,1.12,0.96,0.87,0.68,0.74,0.57,0.94,0.68,0.64,0.61,0.55,0.63,0.48
d_1,1.02,0.97,1.0,0.84,1.06,0.75,0.72,0.65,0.86,0.59,0.61,0.69,0.61,0.64,0.62,0.43
c_1,1.03,0.89,1.19,1.0,1.3,0.69,0.86,0.68,0.61,0.5,0.64,0.63,0.6,0.53,0.61,0.58
b_1,1.23,1.05,0.94,0.77,1.0,1.57,0.75,0.73,0.73,0.66,0.76,0.61,0.57,0.56,0.59,0.52
a_1,1.31,1.15,1.33,1.44,0.64,1.0,0.73,0.73,0.9,0.83,0.77,0.68,0.99,1.1,0.6,0.54
h_1,1.7,1.46,1.38,1.16,1.33,1.31,1.0,0.99,0.88,1.06,0.8,0.84,0.98,0.74,0.69,0.94
g_1,1.83,1.36,1.56,1.41,1.38,1.39,1.0,1.0,0.91,0.89,0.98,1.17,0.85,0.93,0.65,0.77
c_0,1.9,1.58,1.17,1.77,1.31,1.1,1.08,0.99,1.0,1.03,1.26,0.92,0.92,0.99,0.78,0.93
d_0,1.65,1.07,1.68,2.0,1.56,1.21,0.98,1.09,0.97,1.0,1.02,0.96,1.08,0.94,0.79,0.98
b_0,1.64,1.39,1.56,1.69,1.4,1.21,1.21,1.06,0.81,0.88,1.0,0.93,0.93,1.37,0.91,0.87
f_0,2.19,1.58,1.41,1.63,1.55,1.46,1.28,0.87,1.13,1.05,1.1,1.0,1.15,0.78,1.04,0.81
h_0,2.21,1.57,1.57,1.77,1.77,1.04,1.04,1.14,1.14,0.94,1.05,0.82,0.98,0.95,1.1,1.26
a_0,1.7,1.73,1.72,1.86,1.82,,1.46,1.05,0.99,0.99,0.72,1.25,1.03,1.0,1.03,1.03
e_0,2.14,1.7,1.6,1.68,1.61,1.64,1.47,1.52,1.32,1.24,1.11,0.98,0.97,0.99,1.0,1.0
g_0,1.4,1.91,2.25,1.73,1.9,1.85,1.0,,1.08,1.02,1.13,1.24,0.77,0.92,1.01,1.0
