,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.96,1.85,1.94,1.71,1.44,0.53,0.36,0.58,0.38,0.34,0.44,0.27,0.33,0.87,0.29
f_1,1.41,0.43,1.78,1.7,1.88,1.6,0.34,0.34,0.55,0.3,0.38,0.61,0.18,0.3,0.3,0.31
c_1,1.25,1.72,0.42,2.32,1.77,1.84,0.61,0.19,0.55,0.7,0.33,0.34,0.25,0.35,0.29,0.3
d_1,2.03,2.0,1.76,0.41,1.74,1.76,0.42,0.88,0.32,0.3,0.33,0.31,0.25,0.31,0.31,0.15
b_1,2.28,2.23,1.02,1.72,0.39,2.0,0.66,0.39,0.64,0.5,0.93,0.38,0.31,0.48,0.37,0.25
a_1,2.93,2.3,2.95,2.29,1.1,0.33,0.81,0.55,0.71,0.46,0.54,0.44,0.4,0.99,0.34,0.34
h_1,2.94,3.1,3.16,2.52,3.44,2.98,0.3,0.6,0.81,0.53,0.57,0.62,0.6,0.52,0.49,0.47
d_0,1.84,2.98,2.98,5.27,3.49,3.75,1.02,0.38,1.02,0.63,0.56,0.64,0.49,0.47,0.77,0.61
g_1,3.25,3.35,3.67,2.7,3.24,2.95,0.58,0.85,0.29,0.55,0.63,0.6,0.35,0.72,0.69,0.76
c_0,3.92,3.42,7.38,1.76,3.78,2.78,0.96,0.99,0.82,0.37,0.78,0.71,0.53,0.55,0.78,0.53
b_0,3.07,3.63,4.7,2.82,6.39,3.0,1.04,0.67,0.91,0.34,0.34,0.64,0.5,0.68,0.69,0.44
f_0,3.25,6.24,3.11,2.99,3.68,3.71,0.99,0.8,0.6,0.78,0.7,0.35,0.49,0.65,0.67,0.33
h_0,3.71,4.08,3.87,3.54,3.59,2.9,1.78,0.88,1.0,0.7,0.85,0.75,0.81,0.64,0.74,0.54
a_0,4.53,5.05,4.43,3.56,5.12,5.59,1.17,0.79,1.46,0.8,0.45,0.84,0.63,0.33,0.85,0.51
e_0,7.0,6.72,4.53,4.02,3.9,3.65,1.5,0.79,1.03,0.72,0.63,0.4,0.72,0.81,0.32,0.52
g_0,4.65,5.41,4.63,4.09,5.06,4.07,0.97,1.1,1.72,0.89,0.85,0.77,0.49,0.93,0.74,0.81
