,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,0.7,0.47,0.46,0.39,0.37,0.51,0.43,0.44,0.5,0.47,0.16,0.57,0.48,0.35,0.55
e_1,0.45,1.51,0.46,0.44,0.36,0.38,0.66,0.53,0.89,0.6,0.6,0.54,0.56,0.46,0.3,0.52
d_1,0.49,0.48,1.52,0.38,0.43,0.36,0.61,0.42,0.34,0.9,0.54,0.6,0.61,0.42,0.51,0.51
c_1,0.41,0.51,0.53,1.57,0.79,0.38,0.45,0.43,0.45,0.22,0.53,0.53,0.53,0.45,0.42,0.65
b_1,0.5,0.48,0.46,0.38,1.61,0.65,0.53,0.47,0.66,0.65,0.31,0.64,0.67,0.39,0.53,0.48
a_1,0.6,0.53,0.52,0.45,0.38,1.73,0.64,0.74,0.5,0.64,0.6,0.37,0.62,0.31,0.51,0.5
h_1,1.04,0.55,0.72,0.81,0.65,0.52,1.65,0.98,0.93,0.87,0.89,0.86,0.58,0.63,0.83,1.12
g_1,0.75,0.62,1.02,0.86,0.62,0.42,0.79,1.78,0.92,0.92,0.96,1.21,0.75,0.75,0.71,0.61
d_0,0.95,0.65,0.43,1.46,0.63,0.58,0.83,0.7,1.49,0.59,0.76,0.75,1.02,0.71,0.82,0.79
c_0,0.9,0.82,0.73,0.64,0.63,0.53,1.0,0.71,1.2,1.43,1.5,0.87,1.24,0.71,1.02,1.09
b_0,0.91,0.7,0.79,0.79,0.52,0.48,0.95,0.9,1.02,0.78,1.57,1.07,1.15,1.26,0.77,1.02
f_0,0.71,0.71,0.88,0.87,0.69,0.89,0.92,0.87,1.11,0.92,0.76,1.59,0.94,0.98,1.39,0.98
h_0,1.13,0.72,0.78,0.82,0.65,0.59,0.63,0.93,0.89,0.87,0.93,0.87,0.73,0.93,0.71,1.34
a_0,0.8,0.81,0.86,0.89,0.83,0.36,1.09,1.02,1.13,1.22,0.87,1.02,0.97,1.69,0.89,0.94
e_0,0.89,0.47,0.87,1.04,0.68,0.74,0.92,0.91,0.9,0.96,1.1,0.9,1.48,0.91,1.61,1.18
g_0,0.78,0.77,1.25,0.71,0.71,0.72,0.77,0.5,0.89,0.97,0.88,1.06,0.88,0.94,0.72,0.62
