,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,1.14,6.16,10.72,12.64,11.28,12.23,4.1,2.39,3.2,2.3,2.57,2.44,1.98,2.17,1.66,10.28
f_1,10.48,1.14,12.32,9.86,13.57,12.67,2.48,2.59,3.65,2.35,5.46,2.13,1.02,2.03,2.02,2.04
c_1,10.54,12.9,1.14,15.92,13.45,11.49,3.36,1.33,3.2,7.54,2.22,2.74,2.24,2.94,2.44,2.51
d_1,16.48,13.29,12.71,1.14,13.77,10.25,3.01,10.62,2.29,2.31,2.38,2.92,1.7,2.49,1.12,2.51
b_1,15.97,15.21,7.6,15.69,1.15,12.75,4.39,3.19,4.39,2.98,3.85,11.32,1.9,4.22,1.63,2.53
a_1,22.04,17.32,22.11,22.12,8.47,1.15,6.04,4.67,4.25,5.48,4.57,7.0,3.33,16.35,3.94,7.48
h_1,25.94,27.42,29.89,24.69,24.27,26.81,1.89,4.89,8.1,4.45,3.93,4.22,8.52,4.27,4.33,3.83
d_0,15.31,37.04,31.65,72.39,39.23,36.68,7.98,2.51,10.34,6.97,5.56,5.22,4.79,5.22,4.74,5.06
g_1,29.98,49.04,39.37,30.92,30.47,32.67,7.31,9.16,1.95,7.28,5.46,7.0,3.84,8.36,11.32,6.33
c_0,36.22,32.85,129.12,17.99,42.12,36.05,10.12,10.04,14.0,2.55,7.11,5.98,4.84,7.83,5.09,5.31
f_0,38.1,139.28,36.27,34.62,34.1,33.73,10.61,8.73,7.91,7.12,2.78,7.82,6.09,6.16,3.69,7.31
b_0,40.64,43.52,48.91,30.63,124.52,41.0,11.45,10.18,14.61,3.98,6.85,2.52,5.26,7.37,4.94,7.48
h_0,54.6,62.18,45.46,41.36,47.73,55.03,45.79,13.83,15.63,11.05,9.69,9.67,19.36,9.64,8.78,9.14
a_0,46.9,64.48,57.64,66.35,69.85,190.09,18.51,9.28,16.8,12.82,9.06,5.32,7.34,2.71,6.88,8.02
g_0,54.6,84.93,63.29,49.0,77.41,63.36,16.11,16.66,61.09,12.33,11.71,13.3,7.22,15.04,21.94,10.28
e_0,182.9,84.93,67.25,60.09,71.6,49.79,15.82,12.42,24.89,14.91,6.04,12.09,11.83,11.75,6.05,2.94
