,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.3,0.95,0.75,0.97,0.7,0.66,1.6,3.01,1.75,1.39,1.69,1.61,2.0,1.45,2.07,0.94
f_1,1.43,2.32,0.84,0.75,0.69,0.54,1.5,1.85,1.68,1.39,1.48,1.07,1.86,1.4,1.91,0.89
d_1,0.82,0.98,2.36,0.62,0.68,0.55,1.54,1.34,3.05,1.56,2.04,1.7,2.26,1.52,2.22,1.74
c_1,0.8,0.91,0.78,2.48,1.36,0.67,1.44,1.68,0.82,1.08,1.22,1.49,1.92,1.18,1.87,1.45
b_1,0.92,0.88,0.81,0.94,2.71,1.05,1.4,1.67,1.54,1.16,0.87,1.44,2.21,1.11,1.7,1.44
a_1,0.82,0.99,0.97,0.87,0.74,3.29,1.62,1.58,1.68,1.31,1.83,1.38,2.54,0.86,2.04,1.28
h_1,0.97,1.22,1.02,0.88,0.7,0.52,3.28,1.61,1.73,1.92,1.97,1.79,1.76,1.37,2.78,1.68
d_0,0.96,0.97,0.63,1.66,0.85,0.63,1.59,2.91,1.5,1.49,1.84,1.75,2.34,1.51,1.99,1.29
c_0,0.93,1.05,1.08,0.75,0.63,0.58,1.79,2.03,3.08,1.69,3.63,1.98,2.91,2.24,2.49,1.6
g_1,0.86,0.83,1.53,0.87,0.67,0.62,1.45,1.62,2.22,3.53,1.87,2.25,2.42,1.62,1.92,1.72
b_0,0.86,1.12,1.01,0.97,0.58,0.49,1.97,2.1,2.01,1.78,3.27,2.08,2.67,3.39,2.36,1.82
f_0,0.65,0.79,1.14,1.03,0.91,0.69,1.98,1.95,2.0,1.75,2.0,3.42,2.57,1.74,2.6,3.73
h_0,0.94,1.25,1.07,0.91,0.79,0.75,1.21,1.8,1.94,2.07,1.75,1.6,1.9,1.47,2.96,1.49
a_0,0.92,1.07,1.07,0.9,0.81,0.45,1.67,2.21,2.23,1.69,2.26,2.06,2.25,3.46,2.35,1.64
g_0,0.86,0.94,1.4,0.83,0.84,0.73,1.53,1.67,1.69,1.27,1.84,2.69,2.39,1.23,1.64,1.97
e_0,0.53,1.02,1.23,1.07,0.86,0.78,2.0,1.72,1.86,1.63,2.05,1.9,2.59,1.59,2.45,3.3
