,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.46,20.44,35.68,41.0,31.5,37.95,9.82,8.64,6.45,6.53,9.45,6.14,3.46,6.83,,4.51
f_1,30.34,0.45,33.5,30.18,34.1,25.49,7.44,9.4,6.71,7.63,,7.33,3.17,7.38,5.14,4.94
d_1,50.29,31.35,0.43,33.78,57.42,32.19,8.49,6.07,,7.02,8.17,7.19,5.3,5.12,9.4,2.52
c_1,44.55,37.41,45.18,0.41,40.87,27.89,7.86,16.91,3.92,,6.11,7.64,4.19,9.12,12.17,4.78
b_1,32.17,38.2,35.34,21.68,0.39,38.61,10.44,14.37,6.12,7.52,13.87,,6.05,9.37,7.16,6.3
a_1,45.24,59.97,50.81,51.49,29.38,0.32,12.24,,9.64,8.82,,8.75,,,,8.07
h_1,18.21,16.6,16.85,23.07,14.85,19.43,0.39,5.76,3.29,3.98,2.89,4.17,,3.62,2.43,1.88
g_1,19.83,18.85,17.97,25.9,19.21,,3.5,0.35,4.8,3.46,5.81,4.25,2.38,3.76,4.1,
d_0,7.08,18.71,,17.82,14.92,15.92,4.01,5.44,0.52,4.45,2.72,2.65,1.82,3.62,3.32,2.55
c_0,20.61,18.35,7.88,,12.27,12.9,3.93,5.59,3.02,0.48,3.46,3.54,2.49,5.62,2.95,2.61
f_0,16.67,,20.51,14.9,17.13,,5.72,2.21,3.02,3.09,0.45,3.63,2.12,3.35,4.5,2.59
b_0,20.28,17.39,19.2,21.41,,18.18,7.42,3.85,4.0,1.85,2.45,0.45,2.29,3.44,3.79,2.94
h_0,13.64,11.77,11.09,11.41,11.95,,,3.68,2.28,2.51,2.63,2.49,,1.97,2.53,1.74
a_0,19.09,24.31,24.23,15.11,26.02,,8.98,6.73,4.6,4.43,3.4,2.37,3.29,0.4,2.92,2.1
e_0,,21.17,26.11,18.82,23.26,,4.86,4.51,4.92,6.2,1.84,3.78,4.47,2.88,0.39,2.95
g_0,28.63,12.13,15.49,12.09,16.01,11.58,2.84,,3.51,2.68,2.31,3.45,1.67,3.57,2.55,
