,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,1.11,1.0,1.4,1.05,0.94,2.26,2.02,3.94,2.53,2.59,2.45,3.25,3.24,1.65,3.1
f_1,1.62,2.41,1.18,1.09,1.03,1.1,1.93,2.33,2.11,1.98,2.43,1.15,2.7,2.11,1.85,2.99
d_1,1.13,1.19,2.52,1.02,1.07,1.25,1.99,2.25,1.6,4.04,2.83,2.47,3.12,2.19,2.95,2.76
c_1,0.98,1.15,1.1,2.6,1.88,1.07,2.01,2.16,2.03,1.25,1.82,2.42,2.94,2.4,2.69,2.71
b_1,1.17,1.14,1.24,0.97,2.75,1.91,1.98,2.08,2.29,2.51,1.76,2.57,3.13,1.84,2.01,2.82
a_1,1.18,1.2,1.22,1.06,0.84,3.46,2.72,2.22,2.57,2.75,2.8,3.3,3.43,1.79,3.08,2.97
h_1,1.11,1.67,1.42,1.22,1.22,1.02,4.19,2.88,2.3,2.48,2.68,2.49,2.1,2.03,2.47,4.07
g_1,1.05,1.08,1.77,1.25,1.21,1.11,2.29,4.29,2.71,2.8,3.36,3.9,3.36,2.68,2.81,3.44
d_0,0.98,1.38,0.73,2.11,1.32,1.04,3.05,2.39,3.91,1.71,2.42,2.95,3.47,3.13,2.8,3.65
c_0,1.26,1.56,1.03,1.26,0.95,1.06,2.82,2.64,3.35,3.84,4.56,3.11,3.28,3.78,2.84,4.17
b_0,1.32,1.31,1.23,1.49,0.85,1.13,2.6,2.25,3.04,2.11,4.13,2.54,3.41,4.95,2.63,4.03
f_0,1.05,1.28,1.33,1.34,1.34,1.05,2.32,2.07,2.75,2.63,3.03,4.44,3.91,2.99,5.62,3.26
h_0,1.11,1.52,1.35,1.29,1.23,1.21,2.22,2.39,2.53,2.77,2.66,2.8,2.46,3.02,2.74,5.05
a_0,1.05,1.51,1.27,1.51,1.47,0.78,3.0,2.32,2.51,2.15,2.52,2.42,3.38,4.86,3.04,3.17
e_0,0.86,1.45,1.37,1.38,1.4,1.13,2.56,2.46,3.04,2.9,3.02,2.44,3.72,2.41,5.04,4.05
g_0,1.04,1.01,1.9,1.32,1.21,1.24,2.4,1.85,2.23,2.45,2.1,4.06,2.98,2.8,2.79,2.96
