,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.95,0.87,1.22,1.06,0.82,1.14,1.18,1.73,1.12,1.14,1.25,1.3,1.01,0.98,1.16
f_1,1.44,1.54,0.98,0.98,0.91,0.77,1.04,1.03,1.2,1.08,1.1,0.9,1.11,0.96,0.76,1.12
d_1,1.13,1.12,1.58,0.87,0.96,0.87,1.07,0.99,1.09,1.72,1.38,1.09,1.26,1.05,1.01,1.06
c_1,0.92,1.05,1.01,1.6,1.48,0.88,1.29,1.0,1.0,0.85,0.91,1.15,1.23,1.0,1.04,1.15
b_1,1.02,1.17,1.04,0.89,1.61,1.4,1.2,1.11,1.16,1.25,0.99,1.32,1.22,0.91,1.18,1.08
a_1,1.14,1.2,1.13,1.17,0.8,1.76,1.38,1.37,1.39,1.26,1.43,1.35,1.43,1.18,1.15,1.38
h_1,1.24,1.56,1.38,1.13,1.19,0.86,1.88,1.68,1.35,1.42,1.35,1.37,1.35,1.14,1.18,1.71
g_1,1.18,1.25,1.72,1.15,1.22,0.89,1.32,1.92,1.32,1.51,1.4,1.86,1.42,1.29,1.43,1.27
d_0,1.11,1.28,1.06,1.95,1.38,1.11,1.53,1.44,1.83,1.14,1.39,1.5,1.62,1.33,1.25,1.4
c_0,1.35,1.49,1.28,1.25,1.07,1.07,1.44,1.45,1.72,1.87,2.28,1.47,1.74,1.62,1.26,1.53
b_0,1.4,1.42,1.35,1.45,1.18,0.9,1.58,1.58,1.68,1.44,1.87,1.57,1.9,1.94,1.32,1.51
f_0,1.24,1.28,1.49,1.4,1.22,1.12,1.7,1.32,1.7,1.56,1.51,1.86,1.73,1.46,2.15,1.53
h_0,1.46,1.71,1.49,1.29,1.33,1.04,1.43,1.75,1.48,1.58,1.35,1.55,1.51,1.35,1.18,1.84
a_0,1.45,1.55,1.51,1.27,1.35,1.0,1.67,1.52,1.6,1.55,1.5,1.43,1.92,1.95,1.4,1.55
e_0,1.24,1.7,1.61,1.22,1.23,1.2,1.75,1.43,1.59,1.76,1.76,1.5,1.84,1.41,1.99,1.69
g_0,1.3,1.38,1.9,1.35,1.36,1.08,1.42,1.47,1.5,1.76,1.61,2.08,1.68,1.42,1.59,1.46
