,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10608.58,4183.48,4048.94,12409.41,14065.91,55647.88,3726028.18,7840357.25,16079330.06,36815358.64,35094557.18,56795615.99,121242159.48,212319537.55,181658319.71,451847651.28
f_1,6342.41,10991.58,4410.36,9602.73,13524.84,55624.07,3368418.07,6800047.31,15697058.08,20014618.45,33360787.89,31697423.51,105851493.78,191604238.19,134592707.71,458028856.6
d_1,3846.7,4336.97,12931.08,7255.13,15507.83,56432.13,3952311.56,7797950.21,33741902.0,13244373.06,36475410.87,54969715.51,116503253.94,219773235.45,253482438.43,596112668.88
c_1,3881.11,3906.66,4874.75,31267.55,24553.85,62705.99,3377341.66,6298930.84,8311897.12,19790901.39,27368170.96,48056367.92,105556106.56,180003287.33,215768452.89,524408395.9
b_1,3690.02,4009.4,4505.85,9238.67,50289.22,127037.68,3892693.21,7050724.88,16866846.51,18992679.33,16513519.25,53075015.24,72502690.31,226667428.07,224451162.4,476448037.27
a_1,4033.08,4251.52,4588.59,10700.31,13477.91,300619.84,4210120.65,8201291.14,19520212.76,20306686.27,30704993.93,52145271.19,83829687.75,243045648.55,230987535.99,534860089.58
h_1,3940.25,6520.73,5805.22,10356.19,11354.05,60444.17,7723923.94,10719674.63,20965689.92,18420667.34,35435208.26,59120073.63,130400548.93,178057212.64,262100525.08,751158273.16
g_1,4062.18,4253.69,7308.17,11418.56,13402.46,56814.98,4009753.36,17065999.72,21538500.81,22520554.45,36064435.61,82656447.37,118404939.36,261165421.18,302107015.17,457537705.18
c_0,4465.86,5050.23,5863.96,8581.12,14140.17,52620.19,4630310.43,9015504.8,34071209.53,20554267.61,67596215.52,68680399.41,155821622.17,265860358.79,312160973.29,649480352.24
d_0,4224.51,4586.27,3347.21,21840.19,15860.84,51426.31,3870687.92,8161025.72,12739078.63,36955278.01,34250915.02,59138302.75,122413633.23,258174392.31,263415135.86,583369229.29
b_0,4144.32,5139.76,6110.35,10957.2,10185.82,45251.87,5162715.46,9070965.87,19069600.31,20472247.39,63004459.43,63412163.28,283130138.52,279927044.44,297706228.71,674009166.85
f_0,3602.16,4775.26,5392.86,11357.4,14874.77,61837.89,4732405.47,8037802.65,22060735.92,23887863.04,46988916.59,104494362.45,160883287.25,274902446.22,623702064.33,757451123.26
a_0,4191.06,4694.18,5657.0,11446.48,15211.9,49858.32,5171421.21,8123038.34,23596061.12,19673737.1,41494152.9,71543840.69,248622512.66,309672292.43,305712601.38,547337600.42
h_0,3689.68,6152.13,5877.87,11378.51,16851.2,57679.19,3327914.13,10620460.89,20307273.42,21820271.43,33154574.95,50314436.86,140311344.38,162705845.1,277471600.47,703128907.35
e_0,3069.89,6028.5,5099.27,9886.12,17261.26,79906.96,5043342.81,7731984.66,20309598.77,19521459.73,41036777.06,51890798.4,143970400.21,309324436.23,640489428.94,689750867.84
g_0,3169.13,4486.62,7471.51,10052.95,16264.29,59111.29,4309974.48,6406974.25,21023744.19,16344618.41,42194799.31,93522970.37,160721673.19,248829937.49,301992554.68,500503184.76
