,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.69,1.31,1.25,1.3,1.21,0.33,0.24,0.39,0.25,0.24,0.29,0.2,0.26,0.41,0.21
f_1,0.97,0.42,1.12,1.32,1.25,1.07,0.22,0.24,0.36,0.21,0.2,0.32,0.13,0.21,0.19,0.22
d_1,1.54,1.4,0.41,1.2,1.14,0.98,0.32,0.41,0.23,0.24,0.24,0.21,0.17,0.22,0.23,0.12
c_1,1.03,1.24,1.49,0.41,1.07,1.2,0.41,0.14,0.37,0.41,0.22,0.25,0.19,0.25,0.22,0.16
b_1,1.43,1.53,1.22,0.79,0.38,1.25,0.5,0.32,0.33,0.36,0.48,0.28,0.19,0.32,0.26,0.21
a_1,1.72,1.62,1.46,1.78,0.88,0.32,0.52,0.4,0.51,0.36,0.43,0.38,0.25,0.44,0.34,0.25
h_1,2.04,2.46,1.98,2.24,2.24,1.87,0.3,0.44,0.58,0.4,0.41,0.35,0.41,0.37,0.34,0.27
d_0,1.39,2.35,3.63,2.63,2.66,2.28,0.72,0.34,0.76,0.51,0.49,0.55,0.39,0.53,0.47,0.44
g_1,2.36,2.28,2.18,2.5,2.85,2.25,0.56,0.54,0.28,0.51,0.5,0.51,0.27,0.43,0.45,0.48
c_0,2.95,2.72,1.44,4.13,2.52,2.46,0.81,0.71,0.77,0.31,0.56,0.56,0.34,0.5,0.54,0.34
b_0,2.44,2.69,2.23,3.18,3.6,2.22,0.72,0.58,0.82,0.31,0.33,0.46,0.34,0.51,0.5,0.31
f_0,2.76,3.88,2.45,2.6,2.68,2.31,0.84,0.59,0.48,0.51,0.51,0.3,0.35,0.55,0.54,0.24
h_0,3.37,2.89,2.66,2.7,3.09,2.51,1.01,0.64,0.82,0.63,0.52,0.61,0.55,0.49,0.44,0.41
a_0,3.26,3.43,2.71,3.33,3.9,3.79,0.87,0.8,0.85,0.54,0.32,0.61,0.42,0.28,0.52,0.49
e_0,4.13,4.67,2.61,3.06,3.04,3.01,1.02,0.79,0.77,0.59,0.63,0.33,0.45,0.55,0.29,0.38
g_0,3.14,3.54,3.22,3.45,3.07,2.77,0.73,0.63,1.15,0.66,0.7,0.62,0.35,0.62,0.54,0.49
