,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.41,2.03,2.29,2.05,1.93,0.9,0.85,0.67,0.75,0.57,0.69,0.49,0.53,0.5,0.73
f_1,2.16,1.06,1.82,2.04,2.26,1.88,0.65,0.66,0.65,0.77,0.64,0.75,0.37,0.61,0.57,0.52
d_1,2.34,2.32,1.06,2.39,1.86,1.71,0.73,0.89,0.71,0.56,0.66,0.57,0.46,0.57,0.3,0.47
c_1,1.9,2.41,2.29,1.06,2.54,1.77,0.88,0.46,0.81,0.82,0.61,0.61,0.53,0.55,0.48,0.56
b_1,2.52,2.53,2.95,1.49,1.06,2.58,0.97,0.71,0.87,1.03,0.97,0.64,0.59,0.7,0.53,0.63
a_1,3.47,3.75,3.32,3.26,1.8,1.07,1.38,1.06,1.01,1.43,1.4,0.84,0.82,1.33,0.87,0.79
h_1,5.61,6.02,5.27,5.93,5.04,3.82,1.31,1.76,1.61,2.12,1.52,1.32,1.48,1.26,1.35,1.1
d_0,3.98,6.24,9.66,7.14,6.18,5.2,2.41,1.49,1.8,2.39,1.92,1.81,1.5,1.46,1.57,1.6
c_0,6.53,6.37,4.35,8.49,6.08,5.49,2.4,2.55,1.46,2.36,2.09,1.99,1.33,1.92,1.4,1.56
g_1,6.4,5.87,7.91,6.66,6.48,4.96,1.79,1.77,1.84,1.33,1.72,2.05,1.11,1.46,1.68,1.45
b_0,7.13,6.81,5.98,9.68,8.24,4.96,2.83,2.22,1.29,2.51,1.46,1.81,1.83,2.3,1.44,1.82
f_0,8.05,11.01,7.95,7.98,8.68,6.52,3.67,2.46,2.22,1.9,2.36,1.5,1.78,2.14,1.3,2.28
h_0,8.89,10.11,10.01,9.07,9.58,6.67,5.14,2.93,3.08,4.1,2.28,2.48,2.47,2.14,2.35,2.07
a_0,11.4,9.32,9.36,11.28,10.3,8.08,3.57,3.49,2.45,3.63,1.73,2.44,2.2,1.53,2.24,2.04
g_0,10.39,10.55,11.1,10.26,9.91,8.49,3.08,3.37,3.14,4.34,3.25,3.1,1.86,2.34,2.72,2.26
e_0,14.58,13.67,10.95,9.27,10.19,9.11,4.42,2.97,3.21,3.42,3.28,1.76,3.04,2.94,2.68,1.66
