,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.65,0.75,1.01,1.2,1.1,1.09,0.52,0.53,0.43,0.48,0.37,0.47,0.33,0.37,0.33,0.42
f_1,1.12,0.65,1.0,1.06,1.14,0.93,0.4,0.42,0.39,0.49,0.39,0.42,0.26,0.37,0.37,0.32
d_1,1.18,1.11,0.64,1.17,0.97,0.97,0.42,0.47,0.44,0.35,0.42,0.39,0.3,0.36,0.21,0.31
c_1,0.94,1.21,1.21,0.64,1.21,0.93,0.52,0.29,0.48,0.49,0.39,0.39,0.34,0.36,0.32,0.39
b_1,1.19,1.22,1.3,0.76,0.62,1.24,0.56,0.41,0.48,0.58,0.55,0.4,0.36,0.43,0.33,0.4
a_1,1.32,1.68,1.37,1.35,0.79,0.57,0.76,0.56,0.52,0.74,0.66,0.45,0.45,0.69,0.51,0.44
h_1,1.76,1.85,1.75,1.81,1.64,1.23,0.55,0.7,0.61,0.79,0.62,0.53,0.58,0.53,0.55,0.48
d_0,1.28,1.77,2.63,2.07,1.92,1.62,0.87,0.58,0.66,0.82,0.72,0.66,0.58,0.61,0.63,0.72
c_0,1.88,1.97,1.3,2.48,1.87,1.63,0.86,0.95,0.57,0.84,0.77,0.73,0.53,0.75,0.51,0.63
g_1,1.83,1.74,2.18,2.01,1.88,1.53,0.66,0.66,0.69,0.53,0.62,0.76,0.42,0.55,0.59,0.57
b_0,2.03,1.91,1.62,2.5,2.25,1.58,0.87,0.75,0.48,0.83,0.56,0.66,0.66,0.85,0.53,0.7
f_0,2.15,2.79,1.99,2.09,2.23,1.7,1.08,0.78,0.74,0.64,0.8,0.54,0.6,0.78,0.46,0.82
h_0,2.16,2.39,2.27,2.04,2.31,1.79,1.3,0.84,0.89,1.18,0.74,0.78,0.74,0.71,0.73,0.68
a_0,2.4,2.43,2.21,2.6,2.53,1.92,1.0,0.99,0.68,1.05,0.51,0.69,0.65,0.52,0.68,0.67
g_0,2.47,2.32,2.57,2.32,2.33,2.03,0.89,0.91,0.88,1.18,0.93,0.88,0.57,0.68,0.81,0.7
e_0,2.95,3.12,2.62,2.08,2.27,2.02,1.13,0.76,0.82,0.91,0.95,0.5,0.83,0.89,0.75,0.54
