,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.88,1.12,0.88,0.89,0.86,1.02,1.01,0.85,0.97,0.96,0.85,0.91,0.73,1.01
e_1,0.81,1.0,0.96,1.22,1.05,0.94,0.97,1.06,1.27,0.9,1.1,1.19,1.07,1.17,1.1,1.03
d_1,1.13,1.03,1.0,0.89,0.87,1.01,1.01,0.84,1.1,1.31,1.08,1.0,0.99,0.91,1.0,0.82
c_1,0.89,0.83,1.1,1.0,1.51,0.93,1.07,0.97,0.76,0.9,0.78,1.02,0.97,0.89,0.94,1.05
b_1,1.12,0.93,1.11,0.68,1.0,1.4,1.08,1.07,0.87,1.21,0.98,0.96,1.13,1.08,1.05,1.16
a_1,1.16,1.04,1.0,1.07,0.73,1.0,1.14,1.14,1.09,1.06,1.23,0.86,1.09,1.15,0.92,1.07
h_1,1.17,1.04,1.01,0.9,0.91,0.84,1.0,1.15,1.02,0.83,0.93,0.87,1.01,0.91,0.99,1.21
g_1,1.0,0.91,1.23,1.03,0.95,0.92,0.83,1.0,0.88,0.96,0.95,1.24,0.92,0.9,1.2,0.87
d_0,0.97,0.77,0.92,1.36,1.15,0.88,0.99,1.17,1.0,0.83,0.88,1.0,1.01,0.98,1.1,1.05
c_0,1.19,1.11,0.76,1.17,0.87,0.86,1.16,1.03,1.18,1.0,1.39,0.92,1.11,1.14,1.2,1.02
b_0,1.04,0.91,0.9,1.25,1.09,0.83,1.11,0.99,1.08,0.7,1.0,1.04,1.12,1.34,1.05,1.06
f_0,1.02,0.83,1.03,0.98,1.01,1.15,1.16,0.8,1.05,1.09,1.01,1.0,1.07,0.99,1.61,0.86
h_0,1.17,0.91,1.06,1.07,0.86,0.9,1.01,1.13,1.0,0.87,0.9,0.96,1.0,0.97,1.06,1.15
a_0,1.06,0.88,1.11,1.02,0.95,0.83,1.09,1.11,1.04,0.94,0.73,0.98,1.01,1.0,1.03,0.96
e_0,1.34,0.96,1.01,1.06,0.9,1.05,1.07,0.8,0.94,0.82,0.96,0.66,0.94,0.96,1.0,0.93
g_0,1.01,0.97,1.2,0.96,0.88,0.91,0.89,1.15,0.96,1.07,0.94,1.21,0.85,0.98,1.07,1.0
