,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.94,1.23,0.96,0.89,0.63,0.39,0.44,0.38,0.44,0.38,0.34,0.29,0.33,0.25,0.33
d_1,1.06,1.0,1.0,0.87,0.86,0.73,0.51,0.38,0.54,0.46,0.42,0.41,0.32,0.36,0.35,0.23
e_1,0.81,0.99,1.0,1.1,0.96,0.83,0.49,0.53,0.44,0.63,0.41,0.5,0.4,0.37,0.39,0.35
c_1,1.05,1.13,0.9,1.0,1.32,0.67,0.46,0.45,0.36,0.32,0.36,0.37,0.39,0.31,0.34,0.33
b_1,1.12,1.16,1.06,0.75,1.0,1.16,0.59,0.46,0.52,0.5,0.5,0.44,0.42,0.4,0.43,0.4
a_1,1.59,1.38,1.21,1.49,0.87,1.0,0.74,0.64,0.64,0.51,0.64,0.58,0.58,0.5,0.47,0.45
h_1,2.6,2.0,1.98,2.11,1.67,1.4,1.0,1.16,0.95,0.87,0.98,0.81,0.92,0.83,0.69,0.84
g_1,2.23,2.68,1.86,2.27,2.16,1.48,0.85,1.0,0.93,0.91,0.91,1.1,0.61,0.78,0.74,0.7
c_0,2.8,1.87,2.24,2.68,1.87,1.48,1.09,1.08,1.0,1.17,1.23,1.02,0.87,0.85,0.77,0.74
d_0,2.25,2.31,1.61,3.16,2.05,1.8,1.15,1.09,0.83,1.0,1.1,0.9,0.8,0.79,0.74,0.79
b_0,2.59,2.38,2.41,2.93,2.17,1.45,1.01,1.11,0.81,0.92,1.0,0.94,0.95,1.3,0.75,0.71
f_0,2.67,2.51,2.04,2.72,2.22,1.69,1.24,0.89,1.0,1.2,1.05,1.0,0.99,0.95,1.33,0.61
h_0,3.32,3.13,2.62,2.53,2.29,1.72,1.08,1.6,1.16,1.16,1.05,0.99,1.0,0.94,0.91,1.02
a_0,3.11,2.68,2.79,3.18,2.66,2.2,1.22,1.21,1.17,1.26,0.81,1.05,1.08,1.0,0.93,0.99
e_0,3.99,2.76,2.88,3.02,2.35,2.17,1.44,1.38,1.32,1.28,1.3,0.75,1.1,1.17,1.0,0.87
g_0,3.08,4.44,2.73,2.83,2.43,2.19,1.19,1.41,1.29,1.25,1.33,1.57,0.98,1.05,1.2,1.0
